"licitacao_contrato";"id";"data";"catmat_id";"quantidade";"unidade";"valor_unitario";"valor_total"
0;652047;"2022-02-04";422284;45;"";30.45;1370.25
0;652048;"2022-02-04";71889;20;"";399.95;7999.0
0;652049;"2022-02-04";459872;20;"";68.0;1360.0
0;762436;"2022-01-07";330684;2;"";165000.0;330000.0
0;793471;"2022-07-13";2151;250;"";69.84;17458.9
0;804309;"2022-01-03";461651;21000;"";5.49;115290.0
0;805209;"2022-01-07";330684;1;"";165000.0;165000.0
0;808806;"2022-01-12";463988;120;"";16.53;1983.6
0;808807;"2022-01-12";446618;1000;"";14.5;14500.0
0;819370;"2022-01-03";450;180;"";1050.0;189000.0
0;819371;"2022-01-03";404135;1;"";860000.0;860000.0
0;819372;"2022-01-03";404135;1;"";860000.0;860000.0
0;819379;"2022-01-03";122971;4;"";13530.8;54123.3
0;819380;"2022-01-03";122971;2;"";13530.8;27061.6
0;819457;"2022-01-03";473590;2;"";130000.0;260000.0
0;819458;"2022-01-03";473590;2;"";40000.0;80000.0
0;819459;"2022-01-03";473590;2;"";21000.0;42000.0
0;819460;"2022-01-03";439607;12;"";12800.0;153600.0
0;819461;"2022-01-03";460902;1;"";16345.0;16345.0
0;819462;"2022-01-03";458914;2;"";65.0;130.0
0;819463;"2022-01-03";470758;1;"";2600.0;2600.0
0;819464;"2022-01-03";470758;4;"";998.0;3992.0
0;819465;"2022-01-03";470758;1;"";2600.0;2600.0
0;819466;"2022-01-03";470758;1;"";3968.0;3968.0
0;819467;"2022-01-03";399551;2;"";11540.0;23080.0
0;819468;"2022-01-03";472728;1;"";24125.0;24125.0
0;819469;"2022-01-03";414201;5;"";2000.0;10000.0
0;819470;"2022-01-03";399742;10;"";3500.0;35000.0
0;819471;"2022-01-03";480211;4;"";13604.0;54416.0
0;819472;"2022-01-03";150925;1;"";23690.0;23690.0
0;819473;"2022-01-03";388407;4;"";8500.0;34000.0
0;819474;"2022-01-03";463274;1;"";9000.0;9000.0
0;819475;"2022-01-03";342129;1;"";19578.0;19578.0
0;819476;"2022-01-03";342129;1;"";32000.0;32000.0
0;819477;"2022-01-03";291791;11;"";10000.0;110000.0
0;819478;"2022-01-03";318896;10;"";2000.0;20000.0
0;819479;"2022-01-03";455623;2;"";3283.0;6566.0
0;819480;"2022-01-03";41629;1;"";7500.0;7500.0
0;819481;"2022-01-03";479552;1;"";3500.0;3500.0
0;819482;"2022-01-03";12785;7;"";378.0;2646.0
0;819483;"2022-01-03";329340;13;"";550.0;7150.0
0;819484;"2022-01-03";475677;2;"";11796.0;23592.0
0;819485;"2022-01-03";470246;3;"";92.0;276.0
0;819486;"2022-01-03";399228;3;"";92.0;276.0
0;819487;"2022-01-03";360807;3;"";92.0;276.0
0;819488;"2022-01-03";41106;3;"";86.0;258.0
0;819489;"2022-01-03";443535;1;"";19496.0;19496.0
0;819490;"2022-01-03";150925;1;"";13264.0;13264.0
0;819491;"2022-01-03";125458;3;"";1834.0;5502.0
0;819492;"2022-01-03";112771;5;"";1937.4;9687.0
0;819493;"2022-01-03";451875;1;"";7333.0;7333.0
0;819500;"2022-01-03";470174;8;"";2000.0;16000.0
0;819568;"2022-01-03";129178;1;"";45145.7;45145.7
0;819570;"2022-01-03";22292;30;"";5489.0;164670.0
0;819571;"2022-01-03";468979;125;"";2986.0;373250.0
0;819572;"2022-01-03";22292;130;"";6580.0;855400.0
0;819573;"2022-01-03";22292;232;"";27496.0;6379070.0
0;819716;"2022-01-03";150471;4;"";1400.0;5600.0
0;819717;"2022-01-03";120790;10;"";825.0;8250.0
0;819718;"2022-01-03";120790;6;"";1371.66;8229.96
0;819776;"2022-01-03";113026;1290;"";97.59;125891.0
0;822052;"2022-01-03";404135;1;"";860000.0;860000.0
0;822053;"2022-01-03";404135;1;"";860000.0;860000.0
0;822123;"2022-01-04";228203;300;"";49.08;14724.0
0;822148;"2022-01-04";445485;420;"";12.0;5040.0
0;822149;"2022-01-03";267911;50;"";296.0;14800.0
0;822150;"2022-01-03";343867;10;"";1550.0;15500.0
0;822211;"2022-01-03";460924;182336;"";23.21;4232020.0
0;822212;"2022-01-04";354345;2000;"";35.0;70000.0
0;822213;"2022-01-04";354356;2400;"";34.3;82320.0
0;822214;"2022-01-04";333846;400;"";35.0;14000.0
0;822231;"2022-01-03";272846;5207400;"";1.71;8904650.0
0;822265;"2022-01-03";449803;150;"";35.2;5279.4
0;822292;"2022-01-03";446052;1;"";30195.0;30195.0
0;822317;"2022-01-04";434415;4000;"";10.5;42000.0
0;822328;"2022-01-04";435202;35000;"";0.2;7000.0
0;822329;"2022-01-04";313379;8000;"";1.6;12800.0
0;822330;"2022-01-04";428624;20000;"";0.15;3000.0
0;822331;"2022-01-04";434417;5000;"";8.8;44000.0
0;822332;"2022-01-04";434416;6000;"";10.2;61200.0
0;822333;"2022-01-04";269894;900;"";32.8;29520.0
0;822334;"2022-01-04";269893;1100;"";32.8;36080.0
0;822335;"2022-01-04";269892;750;"";32.8;24600.0
0;822336;"2022-01-04";331174;2000;"";5.4;10800.0
0;822337;"2022-01-04";269943;2000;"";10.2;20400.0
0;822338;"2022-01-04";437177;6000;"";0.7;4200.0
0;822339;"2022-01-04";437178;3000;"";0.88;2640.0
0;822340;"2022-01-04";437179;3000;"";0.92;2760.0
0;822341;"2022-01-04";437180;5000;"";0.95;4750.0
0;822342;"2022-01-04";437166;4000;"";0.22;880.0
0;822343;"2022-01-04";437167;3000;"";0.32;960.0
0;822344;"2022-01-04";269587;30000;"";0.6;18000.0
0;822345;"2022-01-04";386126;4500;"";1.28;5760.0
0;822346;"2022-01-04";386127;4000;"";1.68;6720.0
0;822347;"2022-01-04";437863;6000;"";9.38;56280.0
0;822348;"2022-01-04";439705;20000;"";0.45;9000.0
0;822349;"2022-01-04";439694;15000;"";0.3;4500.0
0;822350;"2022-01-04";267203;168000;"";0.14;23520.0
0;822351;"2022-01-04";268252;33600;"";0.87;29232.0
0;822352;"2022-01-04";267205;16800;"";1.28;21504.0
0;822353;"2022-01-04";267777;16800;"";0.75;12600.0
0;822374;"2022-01-04";240199;74;"";169.5;12543.0
0;822375;"2022-01-04";361797;14;"";985.0;13790.0
0;822376;"2022-01-04";381531;5;"";21.5;107.5
0;822377;"2022-01-04";326199;10;"";138.0;1380.0
0;822378;"2022-01-04";357236;4;"";220.0;880.0
0;822379;"2022-01-04";421716;2;"";138.0;276.0
0;822380;"2022-01-04";421715;2;"";295.0;590.0
0;822381;"2022-01-04";333180;4;"";725.0;2900.0
0;822382;"2022-01-04";378181;30;"";37.5;1125.0
0;822383;"2022-01-04";232710;1;"";4780.0;4780.0
0;822384;"2022-01-04";34703;17;"";925.0;15725.0
0;822385;"2022-01-04";238908;2;"";1280.0;2560.0
0;822386;"2022-01-04";400722;8;"";1580.0;12640.0
0;822736;"2022-01-03";462074;1;"";100000.0;100000.0
0;822809;"2022-01-03";131903;37;"";41053.7;1518990.0
0;822858;"2022-01-04";460872;1;"";16548.6;16548.6
0;822875;"2022-01-05";456443;30;"";17.75;532.5
0;822876;"2022-01-05";456273;30;"";21.71;651.3
0;822877;"2022-01-05";456273;30;"";22.48;674.4
0;822878;"2022-01-05";456273;60;"";14.25;855.0
0;822879;"2022-01-05";456443;90;"";19.21;1728.9
0;822880;"2022-01-05";456443;30;"";22.96;688.8
0;822881;"2022-01-05";470879;10;"";13.44;134.4
0;822882;"2022-01-05";470879;10;"";12.72;127.2
0;822883;"2022-01-05";470879;10;"";13.98;139.8
0;822884;"2022-01-05";411718;10;"";14.84;148.4
0;822938;"2022-01-04";417113;0;"";0.0;0.0
0;822939;"2022-01-04";446085;0;"";0.0;0.0
0;823029;"2022-01-04";313389;1;"";170000.0;170000.0
0;823030;"2022-01-04";6319;21;"";1558.0;32718.0
0;823031;"2022-01-04";6319;18;"";2381.0;42858.0
0;823032;"2022-01-04";6319;2;"";3754.0;7508.0
0;823070;"2022-01-04";343247;0;"";0.0;0.0
0;823072;"2022-01-04";449403;5;"";29121.8;145609.0
0;823085;"2022-01-04";331743;0;"";0.0;0.0
0;823086;"2022-01-04";334306;0;"";0.0;0.0
0;823087;"2022-01-04";354148;0;"";0.0;0.0
0;823088;"2022-01-04";334306;0;"";0.0;0.0
0;823089;"2022-01-04";331743;0;"";0.0;0.0
0;823090;"2022-01-04";334306;0;"";0.0;0.0
0;823091;"2022-01-04";334306;0;"";0.0;0.0
0;823092;"2022-01-04";334306;0;"";0.0;0.0
0;823095;"2022-01-04";331743;0;"";0.0;0.0
0;823096;"2022-01-04";331743;0;"";0.0;0.0
0;823097;"2022-01-04";326275;0;"";0.0;0.0
0;823098;"2022-01-04";326275;0;"";0.0;0.0
0;823099;"2022-01-04";326275;0;"";0.0;0.0
0;823204;"2022-01-04";416461;2;"";55.0;110.0
0;823205;"2022-01-04";445457;5;"";168.0;840.0
0;823206;"2022-01-04";356401;200;"";1.5;300.0
0;823207;"2022-01-04";328135;1;"";1000.0;1000.0
0;823247;"2022-01-04";268315;975000;"";1.7;1657010.0
0;823248;"2022-01-04";268317;1400;"";115.82;162153.0
0;823249;"2022-01-04";363933;217500;"";21.06;4581310.0
0;823284;"2022-01-03";451815;20;"";994.19;19883.8
0;823319;"2022-01-04";5800;30;"";204.76;6142.8
0;823320;"2022-01-04";18821;10;"";59.28;592.8
0;823321;"2022-01-04";5983;100;"";12.0;1200.0
0;823322;"2022-01-04";386596;100;"";12.51;1251.0
0;823323;"2022-01-04";37583;300;"";4.61;1383.0
0;823324;"2022-01-04";150125;100;"";10.91;1091.0
0;823325;"2022-01-04";52264;60;"";5.5;330.0
0;823326;"2022-01-04";52264;60;"";12.95;777.0
0;823327;"2022-01-04";325830;60;"";11.37;682.2
0;823328;"2022-01-04";41521;100;"";107.48;10748.0
0;823329;"2022-01-04";71510;100;"";115.2;11520.0
0;823330;"2022-01-04";71510;50;"";93.13;4656.5
0;823331;"2022-01-04";71510;50;"";105.18;5259.0
0;823332;"2022-01-04";71510;100;"";62.33;6233.0
0;823333;"2022-01-04";71510;5;"";677.52;3387.6
0;823334;"2022-01-04";71510;10;"";509.09;5090.9
0;823335;"2022-01-04";71510;5;"";542.66;2713.3
0;823336;"2022-01-04";71510;60;"";109.63;6577.8
0;823337;"2022-01-04";71510;40;"";84.42;3376.8
0;823338;"2022-01-04";71510;40;"";58.9;2356.0
0;823339;"2022-01-04";41521;2625;"";10.97;28796.2
0;823340;"2022-01-04";41521;10000;"";5.0;50000.0
0;823605;"2022-01-04";6319;21;"";1558.0;32718.0
0;823606;"2022-01-04";6319;18;"";2381.0;42858.0
0;823607;"2022-01-04";6319;2;"";3754.0;7508.0
0;823639;"2022-01-05";68608;21;"";2599.0;54579.0
0;823640;"2022-01-05";68608;20;"";3000.0;60000.0
0;823828;"2022-01-05";462508;3;"";2920.0;8760.0
0;823829;"2022-01-05";477915;3;"";2920.0;8760.0
0;823859;"2022-01-04";443965;116;"";2699.0;313084.0
0;823860;"2022-01-04";443965;13;"";2699.0;35087.0
0;823872;"2022-01-05";150682;3;"";71000.0;213000.0
0;823874;"2022-01-04";271362;2;"";30200.0;60400.0
0;823992;"2022-01-05";355742;16;"";2280.0;36480.0
0;823993;"2022-01-05";355744;10;"";2858.0;28580.0
0;823994;"2022-01-05";355741;3;"";4000.0;12000.0
0;823995;"2022-01-05";355747;2;"";7631.78;15263.6
0;823999;"2022-01-05";150872;1;"";60000.0;60000.0
0;824021;"2022-01-05";477454;3;"";361350.0;1084050.0
0;824031;"2022-01-04";460872;1;"";16548.6;16548.6
0;824237;"2022-01-06";439228;120;"";7.65;918.0
0;824238;"2022-01-06";436673;80;"";97.0;7760.0
0;824239;"2022-01-06";436648;80;"";85.7;6856.0
0;824240;"2022-01-06";436654;80;"";85.7;6856.0
0;824241;"2022-01-06";436643;80;"";146.5;11720.0
0;824242;"2022-01-06";401637;80;"";244.4;19552.0
0;824243;"2022-01-06";401053;80;"";244.4;19552.0
0;824244;"2022-01-06";435705;50;"";882.53;44126.5
0;824245;"2022-01-06";437776;15;"";3800.0;57000.0
0;824246;"2022-01-06";290811;10;"";793.25;7932.5
0;824247;"2022-01-06";438900;200;"";1041.5;208300.0
0;824265;"2022-01-06";459788;3;"";22000.0;66000.0
0;824274;"2022-01-04";5800;30;"";204.76;6142.8
0;824275;"2022-01-04";18821;10;"";59.28;592.8
0;824276;"2022-01-04";5983;100;"";12.0;1200.0
0;824277;"2022-01-04";386596;100;"";12.51;1251.0
0;824278;"2022-01-04";37583;300;"";4.61;1383.0
0;824279;"2022-01-04";150125;100;"";10.91;1091.0
0;824280;"2022-01-04";52264;60;"";5.5;330.0
0;824281;"2022-01-04";52264;60;"";12.95;777.0
0;824282;"2022-01-04";325830;60;"";11.37;682.2
0;824283;"2022-01-04";41521;100;"";107.48;10748.0
0;824284;"2022-01-04";71510;100;"";115.2;11520.0
0;824285;"2022-01-04";71510;50;"";93.13;4656.5
0;824286;"2022-01-04";71510;50;"";105.18;5259.0
0;824287;"2022-01-04";71510;100;"";62.33;6233.0
0;824288;"2022-01-04";71510;5;"";677.52;3387.6
0;824289;"2022-01-04";71510;10;"";509.09;5090.9
0;824290;"2022-01-04";71510;5;"";542.66;2713.3
0;824291;"2022-01-04";71510;60;"";109.63;6577.8
0;824292;"2022-01-04";71510;40;"";84.42;3376.8
0;824293;"2022-01-04";71510;40;"";58.9;2356.0
0;824294;"2022-01-04";41521;2625;"";10.97;28796.2
0;824295;"2022-01-04";41521;10000;"";5.0;50000.0
0;824387;"2022-01-05";120898;2;"";83000.0;166000.0
0;824388;"2022-01-05";477498;2;"";810.0;1620.0
0;824389;"2022-01-05";477498;2;"";650.0;1300.0
0;824479;"2022-01-03";462074;1;"";100000.0;100000.0
0;824716;"2022-01-05";112828;1;"";472000.0;472000.0
0;824757;"2022-01-06";150274;2;"";5702.4;11404.8
0;824898;"2022-01-05";150682;14;"";175939.0;2463150.0
0;824899;"2022-01-05";150682;0;"";318980.0;0.0
0;824900;"2022-01-05";150682;0;"";410000.0;0.0
0;824901;"2022-01-05";150682;4;"";361000.0;1444000.0
0;824971;"2022-01-06";464484;200;"";7.6;1520.0
0;824972;"2022-01-06";464514;200;"";7.04;1408.0
0;824973;"2022-01-06";464475;200;"";7.0;1400.0
0;824974;"2022-01-06";464492;200;"";7.17;1434.0
0;824975;"2022-01-06";463795;200;"";3.6;720.0
0;824976;"2022-01-06";463753;150;"";4.28;642.0
0;824977;"2022-01-06";464377;150;"";6.73;1009.5
0;824978;"2022-01-06";464381;150;"";3.9;585.0
0;824979;"2022-01-06";463781;250;"";3.89;972.5
0;824980;"2022-01-06";463806;250;"";4.48;1120.0
0;824981;"2022-01-06";463809;100;"";5.02;502.0
0;824982;"2022-01-06";463796;100;"";3.58;358.0
0;824983;"2022-01-06";464398;100;"";4.67;467.0
0;824984;"2022-01-06";463878;200;"";2.69;538.0
0;824985;"2022-01-06";464446;100;"";6.0;600.0
0;824986;"2022-01-06";463876;250;"";2.75;687.5
0;824987;"2022-01-06";463822;300;"";2.69;807.0
0;824988;"2022-01-06";463833;200;"";3.18;636.0
0;824989;"2022-01-06";463770;200;"";3.91;782.0
0;824990;"2022-01-06";463754;200;"";4.92;984.0
0;824991;"2022-01-06";463797;100;"";4.66;466.0
0;825014;"2022-01-04";19607;40;"";1187.0;47480.0
0;825037;"2022-01-05";150428;12;"";95446.4;1145360.0
0;825088;"2022-01-04";463988;322;"";4.2;1352.4
0;825131;"2022-01-04";237077;25;"";40.26;1006.5
0;825141;"2022-01-04";294021;75;"";3.75;281.25
0;825142;"2022-01-05";464371;35;"";8.7;304.5
0;825186;"2022-01-04";232930;130;"";3.75;487.5
0;825218;"2022-01-04";295546;20;"";7.68;153.6
0;825219;"2022-01-04";217003;23;"";18.5;425.5
0;825220;"2022-01-04";458904;65;"";5.7;370.5
0;825221;"2022-01-04";458909;395;"";5.9;2330.5
0;825222;"2022-01-04";460501;210;"";4.29;900.9
0;825223;"2022-01-04";459635;30;"";11.9;357.0
0;825224;"2022-01-04";240574;45;"";26.73;1202.85
0;825225;"2022-01-04";462824;15;"";3.0;45.0
0;825226;"2022-01-04";304985;70;"";5.5;385.0
0;825227;"2022-01-04";464484;135;"";4.9;661.5
0;825228;"2022-01-04";217796;70;"";4.8;336.0
0;825229;"2022-01-04";305729;135;"";4.9;661.5
0;825230;"2022-01-04";217797;135;"";4.9;661.5
0;825260;"2022-01-04";463594;70;"";5.35;374.5
0;825261;"2022-01-04";216519;160;"";43.0;6880.0
0;825262;"2022-01-04";447431;250;"";34.04;8510.0
0;825263;"2022-01-04";447446;130;"";28.0;3640.0
0;825264;"2022-01-04";447733;30;"";20.53;615.9
0;825265;"2022-01-04";238148;130;"";18.39;2390.7
0;825266;"2022-01-04";447636;250;"";12.0;3000.0
0;825267;"2022-01-04";232170;25;"";2.85;71.25
0;825268;"2022-01-04";464559;15;"";6.99;104.85
0;825269;"2022-01-04";464565;90;"";5.97;537.3
0;825270;"2022-01-04";370898;350;"";18.5;6475.0
0;825271;"2022-01-04";446019;100;"";12.5;1250.0
0;825272;"2022-01-04";445995;1000;"";4.89;4890.0
0;825273;"2022-01-04";250040;5;"";17.98;89.9
0;825274;"2022-01-04";458955;150;"";3.19;478.5
0;825275;"2022-01-04";459017;350;"";1.99;696.5
0;825276;"2022-01-04";462122;150;"";3.86;579.0
0;825277;"2022-01-04";279262;100;"";4.0;400.0
0;825278;"2022-01-04";236607;130;"";14.1;1833.0
0;825279;"2022-01-04";460387;300;"";4.4;1320.0
0;825280;"2022-01-04";243374;300;"";4.5;1350.0
0;825281;"2022-01-04";259679;70;"";5.88;411.6
0;825282;"2022-01-04";245598;150;"";3.89;583.5
0;825283;"2022-01-04";447431;70;"";34.04;2382.8
0;825284;"2022-01-04";370898;70;"";18.5;1295.0
0;825285;"2022-01-04";445995;100;"";4.89;489.0
0;825286;"2022-01-04";463692;150;"";10.0;1500.0
0;825288;"2022-01-04";390172;40;"";4.7;188.0
0;825289;"2022-01-04";463837;50;"";15.93;796.5
0;825290;"2022-01-04";463872;25;"";5.83;145.75
0;825291;"2022-01-04";150988;60;"";5.0;300.0
0;825292;"2022-01-04";463794;35;"";13.28;464.8
0;825293;"2022-01-04";346922;30;"";10.0;300.0
0;825294;"2022-01-04";459009;110;"";4.2;462.0
0;825295;"2022-01-04";464553;55;"";6.8;374.0
0;825296;"2022-01-04";464552;65;"";7.67;498.55
0;825297;"2022-01-04";463904;15;"";5.48;82.2
0;825298;"2022-01-04";68683;15;"";4.8;72.0
0;825299;"2022-01-04";464012;25;"";7.0;175.0
0;825300;"2022-01-04";464571;40;"";8.79;351.6
0;825301;"2022-01-04";463916;15;"";32.07;481.05
0;825302;"2022-01-04";460405;170;"";7.63;1297.1
0;825303;"2022-01-04";402538;65;"";43.33;2816.45
0;825304;"2022-01-04";111570;10;"";16.81;168.1
0;825305;"2022-01-04";347151;100;"";6.47;647.0
0;825306;"2022-01-04";461092;30;"";0.8;24.0
0;825307;"2022-01-04";217096;100;"";4.43;443.0
0;825308;"2022-01-05";68608;21;"";2599.0;54579.0
0;825309;"2022-01-05";68608;20;"";3000.0;60000.0
0;825343;"2022-01-06";74624;1;"";24800.0;24800.0
0;825375;"2022-01-06";331490;4;"";3992.0;15968.0
0;825405;"2022-01-03";444252;4;"";4155.03;16620.1
0;825406;"2022-01-03";439607;2;"";6768.63;13537.3
0;825425;"2022-01-05";464375;120;"";8.16;979.2
0;825426;"2022-01-05";463746;170;"";4.37;742.9
0;825427;"2022-01-05";463749;65;"";5.0;325.0
0;825428;"2022-01-05";463818;100;"";4.83;483.0
0;825430;"2022-01-05";463550;35;"";2.47;86.45
0;825431;"2022-01-05";463832;130;"";6.98;907.4
0;825432;"2022-01-05";463830;35;"";9.23;323.05
0;825433;"2022-01-05";223043;8;"";15.34;122.72
0;825434;"2022-01-05";465327;10;"";7.72;77.2
0;825435;"2022-01-05";353825;60;"";24.84;1490.4
0;825436;"2022-01-05";95419;15;"";22.96;344.4
0;825437;"2022-01-05";464381;200;"";5.29;1058.0
0;825438;"2022-01-05";463753;180;"";5.14;925.2
0;825439;"2022-01-05";463754;250;"";8.35;2087.5
0;825440;"2022-01-05";463764;15;"";6.25;93.75
0;825442;"2022-01-05";6173;60;"";10.0;600.0
0;825443;"2022-01-05";244221;2;"";28.0;56.0
0;825449;"2022-01-04";452495;170;"";40202.0;6834340.0
0;825455;"2022-01-05";355524;1;"";25.0;25.0
0;825456;"2022-01-05";345909;1;"";35.0;35.0
0;825457;"2022-01-05";269941;40;"";10.54;421.6
0;825458;"2022-01-05";370511;1;"";63.0;63.0
0;825459;"2022-01-05";355880;1;"";11.3;11.3
0;825460;"2022-01-05";412635;13;"";13.0;169.0
0;825461;"2022-01-05";413346;1;"";26.0;26.0
0;825462;"2022-01-05";348073;2;"";44.0;88.0
0;825463;"2022-01-05";356835;1;"";57.66;57.66
0;825464;"2022-01-05";348805;3;"";42.0;126.0
0;825465;"2022-01-05";401058;1;"";30.0;30.0
0;825466;"2022-01-05";352740;8;"";64.0;512.0
0;825467;"2022-01-05";348921;1;"";70.0;70.0
0;825468;"2022-01-05";366475;1;"";35.63;35.63
0;825469;"2022-01-05";380603;1;"";53.15;53.15
0;825470;"2022-01-05";347726;1;"";28.37;28.37
0;825471;"2022-01-05";412747;1;"";39.42;39.42
0;825472;"2022-01-05";272208;1;"";45.41;45.41
0;825473;"2022-01-05";412577;20;"";21.35;427.0
0;825474;"2022-01-05";343299;3;"";20.0;60.0
0;825475;"2022-01-05";375801;1;"";118.2;118.2
0;825476;"2022-01-05";358986;8;"";50.0;400.0
0;825477;"2022-01-05";357684;1;"";18.0;18.0
0;825478;"2022-01-05";412697;1;"";18.4;18.4
0;825479;"2022-01-05";452825;3;"";62.82;188.46
0;825480;"2022-01-05";381493;1;"";20.16;20.16
0;825481;"2022-01-05";366849;1;"";130.0;130.0
0;825482;"2022-01-05";345771;1;"";56.76;56.76
0;825483;"2022-01-05";374994;1;"";25.0;25.0
0;825484;"2022-01-04";0;13747;"";4551.18;62565100.0
0;825490;"2022-01-05";328810;27000;"";29.99;809730.0
0;825491;"2022-01-05";328810;3000;"";29.99;89970.0
0;825492;"2022-01-04";443965;13;"";2699.0;35087.0
0;825531;"2022-01-04";433593;80;"";35.0;2800.0
0;825532;"2022-01-04";350400;80;"";40.0;3200.0
0;825533;"2022-01-04";414035;10;"";55.0;550.0
0;825534;"2022-01-04";351922;50;"";15.0;750.0
0;825535;"2022-01-04";433604;50;"";15.0;750.0
0;825541;"2022-01-05";272831;8691870;"";0.26;2216430.0
0;825542;"2022-01-05";272833;9384840;"";1.51;14171100.0
0;825543;"2022-01-05";272832;13296630;"";0.79;10504300.0
0;825544;"2022-01-04";443965;116;"";2699.0;313084.0
0;825545;"2022-01-04";443965;0;"";2699.0;0.0
0;825546;"2022-01-04";443965;0;"";2699.0;0.0
0;825547;"2022-01-04";443965;0;"";2699.0;0.0
0;825548;"2022-01-04";443965;0;"";2699.0;0.0
0;825549;"2022-01-04";443965;0;"";2699.0;0.0
0;825552;"2022-01-05";271620;7973400;"";0.39;3109630.0
0;825553;"2022-01-05";271621;14607060;"";0.58;8472100.0
0;825555;"2022-01-06";3719;129;"";287000.0;37023000.0
0;825558;"2022-01-05";390598;125000000;"";1.1;137500000.0
0;825564;"2022-01-06";150355;62;"";290.0;17980.0
0;825565;"2022-01-06";236247;186;"";14.5;2697.0
0;825566;"2022-01-06";9695;248;"";46.21;11460.1
0;825567;"2022-01-06";235835;6200;"";0.12;744.0
0;825568;"2022-01-06";28541;62;"";9.9;613.8
0;825581;"2022-01-04";413274;1;"";46500.0;46500.0
0;825582;"2022-01-04";459788;1;"";22000.0;22000.0
0;825583;"2022-01-06";462003;15;"";20313.3;304700.0
0;825584;"2022-01-06";462003;15;"";13699.3;205490.0
0;825667;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825668;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825669;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825670;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825671;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825672;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825673;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825674;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825675;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825676;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825677;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825678;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825679;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825680;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825681;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825682;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825683;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825684;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825685;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825686;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825687;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825688;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825689;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825690;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825691;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825692;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825693;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825694;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825695;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825696;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825697;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825698;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825699;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825700;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825701;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825702;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825703;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825704;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825705;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825706;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825707;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825708;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825709;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825710;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825711;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825712;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825713;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825714;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825715;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825716;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825717;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825718;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825719;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825720;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825721;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825722;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825723;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825724;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825725;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825726;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825727;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825728;"2022-01-04";402920;1976;"";610.0;1205360.0
0;825729;"2022-01-04";402920;1976;"";610.0;1205360.0
