licitacao_contrato,id,data,catmat_id,quantidade,unidade,valor_unitario,valor_total,municipio_uasg,municipio_fornecedor,distancia_uasg_fornecedor,anomalia
0,824975,2022-01-06,463795,200, ,3.6,720.0,39136,35238,157.452,0
0,826290,2022-01-05,463795,275, ,3.56,979.0,98558,13854,393.556,0
0,831475,2022-01-05,463795,680, ,4.5,3060.0,40339,0,0.0,0
0,831480,2022-01-05,463795,340, ,4.5,1530.0,40339,0,0.0,0
0,831496,2022-01-05,463795,129, ,4.5,580.5,40339,0,0.0,0
0,831504,2022-01-05,463795,170, ,4.5,765.0,40339,0,0.0,0
0,831517,2022-01-05,463795,340, ,4.5,1530.0,40339,0,0.0,0
0,831524,2022-01-05,463795,340, ,4.5,1530.0,40339,0,0.0,0
0,834113,2022-01-05,463795,100, ,5.93,593.0,62294,0,0.0,0
0,842362,2022-01-07,463795,125, ,6.24,780.0,7781,0,0.0,0
0,842497,2022-01-07,463795,125, ,6.24,780.0,7781,0,0.0,0
0,842683,2022-01-07,463795,125, ,6.24,780.0,7781,0,0.0,0
0,842716,2022-01-07,463795,125, ,6.24,780.0,7781,0,0.0,0
0,842800,2022-01-07,463795,500, ,4.8,2400.0,7781,58076,18.0974,0
0,847430,2022-01-18,463795,1000, ,3.38,3380.0,17655,0,0.0,0
0,848827,2022-01-28,463795,120, ,14.08,1689.6,63231,62855,328.313,1
0,849781,2022-02-01,463795,480, ,1.67,801.6,17612,0,0.0,0
0,856948,2022-02-15,463795,200, ,7.42,1484.0,54038,0,0.0,0
0,858850,2022-02-18,463795,453, ,5.72,2591.16,23272,23272,0.0,0
0,861305,2022-02-23,463795,350, ,3.3,1155.0,36617,0,0.0,0
0,862198,2022-02-22,463795,3700, ,4.7,17390.0,90476,90670,177.54,0
0,863221,2022-02-22,463795,500, ,3.85,1925.0,2410,0,0.0,0
0,863652,2022-03-02,463795,480, ,2.13,1022.4,20516,21750,12.272,0
0,864329,2022-02-08,463795,800, ,3.29,2632.0,46477,63690,53.1187,0
0,864696,2022-02-15,463795,600, ,4.32,2592.0,18490,0,0.0,0
0,867579,2022-02-17,463795,200, ,5.21,1042.0,50490,47791,61.049,0
0,869821,2022-03-01,463795,10000, ,5.88,58800.0,53856,47635,55.7572,0
0,871416,2022-03-01,463795,10000, ,5.88,58800.0,53856,47635,55.7572,0
0,876412,2022-03-21,463795,4430, ,6.2,27466.0,88510,0,0.0,0
0,876529,2022-01-19,463795,1200, ,5.13,6156.0,14478,13854,11.5267,0
0,877840,2022-03-08,463795,150, ,4.67,700.5,2356,2356,0.0,0
0,883428,2022-03-30,463795,19564, ,6.2,121297.0,88412,88412,0.0,0
0,884347,2022-03-24,463795,120, ,3.25,390.0,32336,31054,18.5639,0
0,886913,2022-04-07,463795,270, ,5.13,1385.1,13854,13854,0.0,0
0,887512,2022-04-06,463795,2300, ,3.8,8740.0,87912,87912,0.0,0
0,887925,2022-03-24,463795,120, ,3.25,390.0,32336,31054,18.5639,0
0,888544,2022-03-24,463795,120, ,3.25,390.0,32336,31054,18.5639,0
0,889406,2022-04-05,463795,567, ,2.5,1417.5,20397,67890,1454.23,0
0,889487,2022-04-07,463795,270, ,5.13,1385.1,13854,13854,0.0,0
0,889511,2022-04-05,463795,567, ,2.5,1417.5,20397,13854,1454.23,0
0,890002,2022-04-01,463795,187, ,2.67,499.29,2550,2550,0.0,0
0,890784,2022-04-01,463795,500, ,3.1,1550.0,85995,85995,0.0,0
0,890806,2022-04-01,463795,2000, ,6.5,13000.0,85995,85995,0.0,0
0,891897,2022-03-30,463795,600, ,8.95,5370.0,83399,0,0.0,0
0,896738,2022-04-18,463795,320, ,5.04,1612.8,52493,47333,117.504,0
0,897935,2022-04-18,463795,320, ,5.04,1612.8,52493,47333,117.504,0
0,899018,2022-04-20,463795,120, ,3.25,390.0,32336,31054,18.5639,0
0,899273,2022-04-20,463795,3500, ,3.26,11410.0,40690,76678,1454.23,0
0,899283,2022-04-20,463795,900, ,3.26,2934.0,40690,62510,1454.23,0
0,900023,2022-04-20,463795,1000, ,3.26,3260.0,40690,0,0.0,0
0,900317,2022-04-13,463795,1500, ,9.9,14850.0,48658,0,0.0,0
0,900480,2022-05-03,463795,9354, ,2.89,27033.1,20516,0,0.0,0
0,904606,2022-04-27,463795,900, ,3.44,3096.0,20036,0,0.0,0
0,904730,2022-05-10,463795,200, ,3.39,678.0,3018,3018,0.0,0
0,907816,2022-05-10,463795,1500, ,2.79,4185.0,60011,60011,0.0,0
0,909115,2022-05-10,463795,2900, ,3.94,11426.0,17612,17612,0.0,0
0,909605,2022-05-13,463795,3500, ,2.38,8330.0,57053,57258,55.3709,0
0,909672,2022-05-13,463795,1320, ,2.68,3537.6,57053,57258,55.3709,0
0,909700,2022-05-13,463795,1500, ,2.79,4185.0,57053,57258,55.3709,0
0,910443,2022-05-18,463795,200, ,4.99,998.0,47333,47333,0.0,0
0,910899,2022-05-18,463795,800, ,6.4,5120.0,46477,46477,0.0,0
0,912747,2022-05-06,463795,100, ,4.99,499.0,47333,47333,0.0,0
0,913620,2022-03-14,463795,6000, ,6.0,36000.0,93610,95958,30.7342,0
0,915063,2022-05-02,463795,4060, ,4.87,19772.2,35,51,319.193,0
0,921620,2022-06-01,463795,338, ,5.13,1733.94,13854,13854,0.0,0
0,923404,2022-05-30,463795,3505, ,6.22,21801.1,81051,81833,176.766,0
0,923990,2022-06-03,463795,960, ,2.67,2563.2,54275,58653,1454.23,0
0,926720,2022-05-31,463795,35700, ,2.63,93891.0,97012,93734,174.558,0
0,927881,2022-06-10,463795,240, ,3.67,880.8,13897,0,0.0,0
0,929612,2022-06-13,463795,825, ,5.5,4537.5,48658,48658,0.0,0
0,931875,2022-06-06,463795,8370, ,3.69,30885.3,90514,90514,0.0,0
0,931905,2022-06-06,463795,5000, ,3.69,18450.0,90514,91570,1454.23,0
0,931934,2022-06-06,463795,2188, ,3.69,8073.72,90514,90131,1454.23,0
0,931941,2022-06-06,463795,4000, ,3.69,14760.0,90514,90131,1454.23,0
0,933483,2022-06-06,463795,2000, ,3.69,7380.0,90514,60011,1454.23,0
0,934275,2022-06-20,463795,400, ,2.36,944.0,88412,85073,1454.23,0
0,936208,2022-06-20,463795,400, ,2.36,944.0,88412,85073,1454.23,0
0,938264,2022-06-28,463795,840, ,5.17,4342.8,68870,68870,0.0,0
0,942133,2022-07-06,463795,1300, ,5.85,7605.0,74934,76996,1454.23,0
0,944390,2022-07-11,463795,200, ,5.04,1008.0,52493,47333,1454.23,0
0,945105,2022-07-11,463795,660, ,4.17,2752.2,22250,12190,1454.23,0
0,947230,2022-07-04,463795,860, ,5.0,4300.0,5355,5355,0.0,0
0,952132,2022-07-27,463795,660, ,6.12,4039.2,39012,39012,0.0,0
0,952226,2022-07-25,463795,150, ,4.99,748.5,38598,33197,1454.23,0
0,952274,2022-07-25,463795,150, ,4.99,748.5,38598,37494,1454.23,0
0,953681,2022-07-25,463795,242, ,5.04,1219.68,52493,47333,1454.23,0
0,953751,2022-07-25,463795,720, ,4.47,3218.4,52493,52493,0.0,0
0,954823,2022-07-19,463795,300, ,1.3,390.0,25313,25313,0.0,0
0,954876,2022-07-07,463795,80, ,3.77,301.6,47333,47333,0.0,0
0,958646,2022-07-07,463795,80, ,3.77,301.6,47333,47333,0.0,0
0,960579,2022-07-07,463795,80, ,3.77,301.6,47333,47333,0.0,0
0,960651,2022-07-06,463795,1300, ,5.85,7605.0,74934,76996,1454.23,0
0,967653,2022-08-15,463795,50, ,5.22,261.0,12190,60011,1454.23,0
0,967677,2022-08-15,463795,50, ,5.22,261.0,12190,60011,1454.23,0
0,967689,2022-08-15,463795,100, ,5.22,522.0,12190,60011,1454.23,0
0,971054,2022-08-15,463795,50, ,5.22,261.0,12190,26298,1454.23,0
0,971167,2022-08-15,463795,50, ,5.22,261.0,12190,3018,1454.23,0
0,971179,2022-08-15,463795,100, ,5.22,522.0,12190,3018,1454.23,0
0,971791,2022-08-15,463795,50, ,5.22,261.0,12190,54534,1454.23,0
0,971803,2022-08-15,463795,100, ,5.22,522.0,12190,54534,1454.23,0
0,972574,2022-08-26,463795,3962, ,3.56,14104.7,98558,13854,1454.23,0
0,973019,2022-08-11,463795,520, ,4.17,2168.4,47333,86614,1454.23,0
0,973136,2022-08-11,463795,260, ,4.17,1084.2,47333,93734,1454.23,0
0,973217,2022-08-11,463795,260, ,4.17,1084.2,47333,38490,1454.23,0
0,973491,2022-08-11,463795,260, ,4.17,1084.2,47333,35157,1454.23,0
0,974463,2022-09-01,463795,500, ,3.99,1995.0,53856,53856,0.0,0
0,974464,2022-09-01,463795,2100, ,6.89,14469.0,53856,53856,0.0,0
0,975896,2022-09-12,463795,50, ,4.0,200.0,38970,9210,1454.23,0
0,976231,2022-09-12,463795,800, ,4.82,3856.0,47031,47031,0.0,0
0,977453,2022-09-14,463795,600, ,5.2,3117.96,39578,45012,1454.23,0
0,978369,2022-01-11,463795,200, ,6.04,1208.0,58190,45217,1454.23,0
0,980037,2022-09-08,463795,300, ,7.67,2301.0,41238,18376,1454.23,0
0,980137,2022-09-08,463795,300, ,7.67,2301.0,41238,38490,1454.23,0
0,980151,2022-09-19,463795,10, ,5335.65,53356.5,47333,41238,1454.23,1
0,980152,2022-09-19,463795,6, ,4060.4,24362.4,47333,41238,1454.23,1
0,980708,2022-09-13,463795,300, ,2.99,897.0,97012,95958,1454.23,0
0,981225,2022-09-08,463795,200, ,7.67,1534.0,41238,47333,1454.23,0
0,981555,2022-09-13,463795,600, ,5.47,3282.0,46116,71072,1454.23,0
0,981692,2022-09-13,463795,600, ,5.47,3282.0,46116,97012,1454.23,0
0,982343,2022-04-18,463795,320, ,5.04,1612.8,52493,47333,1454.23,0
0,984682,2022-09-26,463795,1400, ,4.38,6132.0,22250,91251,1454.23,0
0,984895,2022-09-26,463795,200, ,8.03,1606.0,87254,88412,1454.23,0
0,985747,2022-09-15,463795,100, ,5.09,509.0,12114,97012,1454.23,0
0,985749,2022-09-28,463795,223, ,3440.3,767187.0,77771,77399,1454.23,1
0,985757,2022-09-15,463795,100, ,5.09,509.0,12114,77399,1454.23,0
0,985765,2022-09-15,463795,100, ,5.09,509.0,12114,77399,1454.23,0
0,985771,2022-09-15,463795,100, ,5.09,509.0,12114,77399,1454.23,0
0,985808,2022-09-15,463795,68, ,5.09,346.12,12114,58475,1454.23,0
0,986952,2022-08-31,463795,100, ,5.09,509.0,13730,13897,1454.23,0
0,989599,2022-10-05,463795,50, ,6.32,316.0,41238,4278,1454.23,0
0,989740,2022-10-05,463795,340, ,6.32,2148.8,41238,25313,1454.23,0
0,989760,2022-10-05,463795,100, ,6.32,632.0,41238,25313,1454.23,0
0,989762,2022-10-05,463795,48000, ,4.98,239150.0,88013,70475,1454.23,0
0,989763,2022-10-05,463795,108000, ,5.04,544234.0,88013,70475,1454.23,0
0,989764,2022-10-05,463795,6000, ,6.57,39402.6,88013,70475,1454.23,0
0,989775,2022-10-05,463795,50, ,6.32,316.0,41238,70475,1454.23,0
0,990114,2022-10-05,463795,150, ,4.85,727.5,58670,58670,0.0,0
0,990401,2022-10-06,463795,1430, ,4.53,6477.9,47333,41114,1454.23,0
0,990863,2022-10-04,463795,470, ,7.05,3313.5,62138,69132,1454.23,0
0,990943,2022-10-04,463795,443, ,2.68,1187.24,62138,68594,1454.23,0
0,991012,2022-10-06,463795,150, ,6.32,948.0,41238,53350,1454.23,0
0,991524,2022-10-07,463795,55, ,6.32,347.6,41238,47333,1454.23,0
0,991792,2022-09-28,463795,50, ,4.3,215.0,12190,41238,1454.23,0
0,992321,2022-10-03,463795,110, ,3.77,414.7,47333,47333,0.0,0
0,993001,2022-09-29,463795,800, ,1.35,1080.0,60011,60011,0.0,0
0,994757,2022-10-03,463795,50, ,7.21,360.5,81051,80896,1454.23,0
0,994828,2022-10-14,463795,880, ,7.08,6230.4,23272,23272,0.0,0
0,995394,2022-10-17,463795,6500, ,8.95,58175.0,13897,46876,1454.23,0
0,995673,2022-09-20,463795,900, ,4.12,3708.0,35319,71510,1454.23,0
0,995961,2022-10-07,463795,1500, ,5.26,7890.0,9210,91316,1454.23,0
0,996231,2022-10-06,463795,100, ,4.5,450.0,12190,69132,1454.23,0
0,996283,2022-09-23,463795,200, ,4.83,966.0,12190,97012,1454.23,0
0,996564,2022-07-11,463795,200, ,5.04,1008.0,52493,47333,1454.23,0
0,998165,2022-10-05,463795,100, ,4.15,415.0,12190,60011,1454.23,0
0,998286,2022-10-13,463795,3600, ,4.49,16164.0,3018,361,1454.23,0
0,999531,2022-10-25,463795,80, ,6.07,485.6,39136,35238,1454.23,0
