licitacao_contrato,id,data,catmat_id,quantidade,unidade,valor_unitario,valor_total,municipio_uasg,municipio_fornecedor,distancia_uasg_fornecedor,anomalia
0,826275,2022-01-05,463767,160, ,6.25,1000.0,98558,13854,393.556,0
0,827928,2022-01-05,463767,160, ,4.89,782.4,98558,13854,393.556,0
0,829946,2022-01-05,463767,2678, ,3.12,8355.36,41238,42650,217.838,0
0,834102,2022-01-05,463767,80, ,5.22,417.6,62294,0,0.0,0
0,836927,2022-01-24,463767,480, ,4.77,2289.6,52558,0,0.0,0
0,842353,2022-01-07,463767,40, ,6.33,253.2,7781,0,0.0,0
0,842677,2022-01-07,463767,40, ,6.33,253.2,7781,0,0.0,0
0,842707,2022-01-07,463767,40, ,6.33,253.2,7781,0,0.0,0
0,842775,2022-01-07,463767,40, ,6.33,253.2,7781,0,0.0,0
0,848825,2022-01-28,463767,100, ,6.39,639.0,63231,62855,328.313,0
0,849577,2022-02-01,463767,144, ,3.01,433.44,17612,18856,71.9736,0
0,856945,2022-02-15,463767,100, ,4.25,425.0,54038,0,0.0,0
0,861311,2022-02-23,463767,200, ,3.9,780.0,36617,0,0.0,0
0,862193,2022-02-22,463767,1800, ,4.99,8982.0,90476,90670,177.54,0
0,864334,2022-02-08,463767,800, ,2.98,2384.0,46477,63690,53.1187,0
0,865525,2022-02-15,463767,150, ,1.99,298.5,52493,47333,117.504,0
0,866621,2022-02-15,463767,150, ,1.99,298.5,52493,47333,117.504,0
0,867722,2022-02-15,463767,150, ,1.99,298.5,52493,47333,117.504,0
0,872872,2022-03-01,463767,8000, ,1.97,15760.0,53856,47791,69.3291,0
0,874407,2022-02-02,463767,5600, ,5.29,29624.0,25313,25313,0.0,0
0,876010,2022-03-21,463767,1925, ,4.61,8874.25,88510,88412,115.877,0
0,876331,2022-03-21,463767,1500, ,4.61,6915.0,88510,88510,0.0,0
0,876522,2022-01-19,463767,1200, ,5.0,6000.0,14478,13854,11.5267,0
0,881260,2022-03-16,463767,80, ,4.93,394.4,12190,0,0.0,0
0,883435,2022-03-30,463767,19726, ,4.2,82849.2,88412,88412,0.0,0
0,886668,2022-03-24,463767,180, ,2.75,495.0,47333,47333,0.0,0
0,886908,2022-04-07,463767,105, ,5.0,525.0,13854,13854,0.0,0
0,887139,2022-03-30,463767,120, ,1.99,238.8,52493,47333,117.504,0
0,887490,2022-04-06,463767,2900, ,4.89,14181.0,87912,0,0.0,0
0,889419,2022-04-11,463767,300, ,5.02,1506.0,62090,62090,0.0,0
0,889482,2022-04-07,463767,105, ,5.0,525.0,13854,13854,0.0,0
0,889991,2022-04-06,463767,250, ,3.88,970.0,2550,2550,0.0,0
0,890532,2022-01-27,463767,80, ,5.37,429.6,11533,12190,268.497,0
0,890768,2022-04-01,463767,1200, ,3.25,3900.0,85995,85995,0.0,0
0,891889,2022-03-30,463767,500, ,6.82,3410.0,83399,0,0.0,0
0,896734,2022-04-18,463767,240, ,3.56,854.4,52493,47333,117.504,0
0,897931,2022-04-18,463767,240, ,3.56,854.4,52493,47333,117.504,0
0,899313,2022-04-20,463767,145, ,3.1,449.5,40690,2550,1454.23,0
0,902460,2022-04-27,463767,240, ,4.96,1190.4,50490,47791,61.049,0
0,904602,2022-04-27,463767,120, ,3.75,450.0,20036,0,0.0,0
0,904740,2022-05-10,463767,55, ,5.73,315.15,3018,3018,0.0,0
0,907823,2022-05-10,463767,1500, ,4.69,7035.0,60011,60011,0.0,0
0,909019,2022-05-12,463767,5500, ,3.6,19800.0,97012,20672,1627.52,0
0,909609,2022-05-13,463767,2500, ,2.97,7425.0,57053,57258,55.3709,0
0,909704,2022-05-13,463767,850, ,3.77,3204.5,57053,57258,55.3709,0
0,910908,2022-05-18,463767,800, ,4.4,3520.0,46477,46477,0.0,0
