licitacao_contrato,id,data,catmat_id,quantidade,unidade,valor_unitario,valor_total,municipio_uasg,municipio_fornecedor,distancia_uasg_fornecedor,anomalia
0,898317,2022-03-04,150658,6000, ,1.0,6000.0,98710,90670,194.652,0
0,961933,2022-08-05,150658,1, ,72799.3,72799.3,6050,6050,0.0,0
0,982056,2022-08-29,150658,1, ,9000.0,9000.0,85898,88013,1454.23,0
0,997604,2022-10-05,150658,1, ,11998.8,11998.8,61891,63770,1454.23,0
0,1000890,2022-10-21,150658,1, ,6199.0,6199.0,80470,88013,1454.23,0
0,1000895,2022-10-26,150658,720, ,6.5,4680.0,31054,32336,1454.23,0
0,1000899,2022-10-26,150658,1700, ,4.0,6800.0,60011,50490,1454.23,0
0,1000905,2022-10-26,150658,2, ,66024.7,132049.0,60011,71072,1454.23,0
0,1000906,2022-10-26,150658,2, ,120000.0,240000.0,60011,71072,1454.23,0
0,1000921,2022-10-26,150658,1, ,3250.0,3250.0,97012,17612,1454.23,0
0,1000922,2022-10-26,150658,1, ,8100.0,8100.0,97012,17612,1454.23,0
0,1000923,2022-10-26,150658,1, ,3300.0,3300.0,97012,17612,1454.23,0
0,1000924,2022-10-26,150658,2, ,3450.0,6900.0,97012,17612,1454.23,0
0,1000925,2022-10-26,150658,2, ,1330.0,2660.0,97012,17612,1454.23,0
0,1000926,2022-10-26,150658,1, ,120.0,120.0,97012,17612,1454.23,0
0,1000927,2022-10-26,150658,1, ,2500.0,2500.0,97012,17612,1454.23,0
0,1000928,2022-10-26,150658,1, ,2500.0,2500.0,97012,17612,1454.23,0
0,1000929,2022-10-26,150658,1, ,2500.0,2500.0,97012,17612,1454.23,0
0,1000930,2022-10-26,150658,1, ,240.0,240.0,97012,17612,1454.23,0
0,1000931,2022-10-26,150658,1, ,2650.0,2650.0,97012,17612,1454.23,0
0,1000932,2022-10-26,150658,1, ,2650.0,2650.0,97012,17612,1454.23,0
0,1000933,2022-10-26,150658,1, ,70.0,70.0,97012,17612,1454.23,0
0,1000934,2022-10-26,150658,1, ,220.0,220.0,97012,17612,1454.23,0
0,1000935,2022-10-26,150658,1, ,2700.0,2700.0,97012,17612,1454.23,0
0,1000936,2022-10-26,150658,1, ,250.0,250.0,97012,17612,1454.23,0
0,1000937,2022-10-26,150658,1, ,240.0,240.0,97012,17612,1454.23,0
0,1000938,2022-10-26,150658,1, ,3200.0,3200.0,97012,17612,1454.23,0
0,1000939,2022-10-26,150658,1, ,95.0,95.0,97012,17612,1454.23,0
0,1000940,2022-10-26,150658,1, ,3200.0,3200.0,97012,17612,1454.23,0
0,1000941,2022-10-26,150658,1, ,3200.0,3200.0,97012,17612,1454.23,0
0,1000942,2022-10-26,150658,1, ,3200.0,3200.0,97012,17612,1454.23,0
0,1000943,2022-10-26,150658,1, ,240.0,240.0,97012,17612,1454.23,0
0,1000944,2022-10-26,150658,1, ,95.0,95.0,97012,17612,1454.23,0
0,1000945,2022-10-26,150658,1, ,8100.0,8100.0,97012,17612,1454.23,0
0,1000946,2022-10-26,150658,1, ,8300.0,8300.0,97012,17612,1454.23,0
0,1000947,2022-10-26,150658,2, ,3450.0,6900.0,97012,17612,1454.23,0
0,1000948,2022-10-26,150658,1, ,8100.0,8100.0,97012,17612,1454.23,0
0,1000949,2022-10-26,150658,1, ,17700.0,17700.0,97012,17612,1454.23,0
0,1000950,2022-10-26,150658,2, ,1400.0,2800.0,97012,17612,1454.23,0
0,1000951,2022-10-26,150658,1, ,1000.0,1000.0,97012,17612,1454.23,0
0,1000952,2022-10-26,150658,4, ,1725.0,6900.0,97012,17612,1454.23,0
0,1000953,2022-10-26,150658,3, ,916.67,2750.0,97012,17612,1454.23,0
0,1000954,2022-10-26,150658,2, ,1500.0,3000.0,97012,17612,1454.23,0
0,1000955,2022-10-26,150658,2, ,495.0,990.0,97012,17612,1454.23,0
0,1000956,2022-10-26,150658,1, ,990.0,990.0,97012,17612,1454.23,0
0,1000957,2022-10-26,150658,2, ,3400.0,6800.0,97012,17612,1454.23,0
0,1000958,2022-10-26,150658,2, ,3400.0,6800.0,97012,17612,1454.23,0
0,1000960,2022-10-24,150658,7, ,73800.0,516600.0,27855,97012,1454.23,0
0,1000961,2022-10-26,150658,1, ,3180.0,3180.0,97012,91510,1454.23,0
0,1000962,2022-10-26,150658,1, ,3130.0,3130.0,97012,91510,1454.23,0
0,1000963,2022-10-26,150658,1, ,2999.0,2999.0,97012,91510,1454.23,0
0,1000964,2022-10-26,150658,1, ,3100.0,3100.0,97012,91510,1454.23,0
0,1000967,2022-01-27,150658,1920, ,7.45,14304.0,13897,13897,0.0,0
0,1000969,2022-10-21,150658,4, ,490000.0,1960000.0,60011,60011,0.0,0
0,1000970,2022-10-11,150658,720, ,4.56,3283.2,88412,85073,1454.23,0
0,1000971,2022-10-11,150658,720, ,3.96,2851.2,88412,85073,1454.23,0
0,1000972,2022-10-11,150658,1000, ,5.95,5950.0,88412,85073,1454.23,0
0,1000982,2022-10-24,150658,40, ,128.33,5133.2,9210,9210,0.0,0
0,1000983,2022-10-24,150658,15, ,513.01,7695.15,9210,9210,0.0,0
0,1000986,2022-10-13,150658,500, ,1.25,625.0,25437,13854,1454.23,0
