licitacao_contrato,id,data,catmat_id,quantidade,unidade,valor_unitario,valor_total,municipio_uasg,municipio_fornecedor,distancia_uasg_fornecedor
0,957618,2022-07-21,445485,500, ,81.44,40720.0,97012,97012,0.0
0,957620,2022-07-21,445485,20, ,2599.62,51992.4,97012,97012,0.0
0,957853,2022-08-08,445485,1200, ,7.2,8640.0,15490,13730,1454.23
0,958616,2022-06-28,445485,1, ,17970.0,17970.0,25313,38490,1454.23
0,960358,2022-08-11,445485,576, ,9.0,5184.0,97012,4839,1454.23
0,960359,2022-08-11,445485,1824, ,15.0,27360.0,97012,4839,1454.23
0,961859,2022-08-16,445485,5000, ,7.06,35299.5,25313,21750,1454.23
0,962890,2022-08-16,445485,1800, ,5.96,10728.0,13897,13897,0.0
0,962964,2022-08-17,445485,1010, ,10.0,10100.0,3018,3018,0.0
0,963394,2022-08-05,445485,90, ,13.0,1170.0,41238,48658,1454.23
0,964228,2022-08-11,445485,10320, ,9.98,102994.0,25313,31054,1454.23
0,964273,2022-08-11,445485,10320, ,9.98,102994.0,25313,31054,1454.23
0,964491,2022-08-18,445485,780, ,13.2,10296.0,13218,14214,1454.23
0,965891,2022-08-22,445485,1440, ,11.57,16660.8,97012,35,1454.23
0,965892,2022-08-22,445485,240, ,11.57,2776.8,97012,35,1454.23
0,965893,2022-08-22,445485,240, ,11.57,2776.8,97012,35,1454.23
0,965894,2022-08-22,445485,192, ,11.57,2221.44,97012,35,1454.23
0,965895,2022-08-22,445485,288, ,11.57,3332.16,97012,35,1454.23
0,965896,2022-08-22,445485,192, ,11.57,2221.44,97012,35,1454.23
0,965897,2022-08-22,445485,36, ,11.57,416.52,97012,35,1454.23
0,965898,2022-08-22,445485,240, ,11.57,2776.8,97012,35,1454.23
0,965899,2022-08-22,445485,192, ,11.57,2221.44,97012,35,1454.23
0,965900,2022-08-22,445485,192, ,11.57,2221.44,97012,35,1454.23
0,965901,2022-08-22,445485,192, ,11.57,2221.44,97012,35,1454.23
0,965902,2022-08-22,445485,192, ,11.57,2221.44,97012,35,1454.23
0,965903,2022-08-22,445485,192, ,11.57,2221.44,97012,35,1454.23
0,965904,2022-08-22,445485,240, ,11.57,2776.8,97012,35,1454.23
0,965905,2022-08-22,445485,192, ,11.57,2221.44,97012,35,1454.23
0,965906,2022-08-22,445485,192, ,11.57,2221.44,97012,35,1454.23
0,966033,2022-08-22,445485,11000, ,6.5,71500.0,4154,4278,1454.23
0,966101,2022-08-18,445485,400, ,6.24,2496.0,62910,71498,1454.23
0,967175,2022-08-23,445485,770, ,5.16,3973.2,25313,15377,1454.23
0,967321,2022-08-23,445485,1073, ,8.53,9152.69,90670,90670,0.0
0,968363,2022-08-12,445485,102, ,5.0,6130.0,25313,25313,0.0
0,970798,2022-07-22,445485,2400, ,9.6,23040.0,25216,24139,1454.23
0,970799,2022-05-20,445485,21519, ,1.0,21519.0,3018,2550,1454.23
0,970800,2022-05-20,445485,5000, ,1.0,5000.0,3018,2550,1454.23
0,970801,2022-05-20,445485,99905, ,1.0,99905.0,3018,2550,1454.23
0,970802,2022-05-20,445485,80737, ,1.0,80737.0,3018,2550,1454.23
0,970803,2022-05-20,445485,325092, ,1.0,325092.0,3018,2550,1454.23
0,970804,2022-05-20,445485,4375, ,1.0,4375.0,3018,2550,1454.23
0,970819,2022-08-29,445485,15000, ,29.0,435000.0,97012,97012,0.0
0,970821,2022-08-29,445485,15000, ,16.25,243750.0,97012,97012,0.0
0,970822,2022-08-29,445485,1000, ,8.0,8000.0,97012,97012,0.0
0,971237,2022-08-30,445485,84, ,11.5,966.0,9210,3018,1454.23
0,971923,2022-05-13,445485,50, ,17.0,850.0,90514,70572,1454.23
0,971929,2022-09-01,445485,174200, ,0.04,6985.42,80470,80314,1454.23
0,971930,2022-09-01,445485,174200, ,0.04,6985.42,80470,80314,1454.23
0,972404,2022-08-09,445485,840, ,7.0,5880.0,13730,14214,1454.23
0,972405,2022-09-02,445485,6500, ,4.91,31945.1,71072,70475,1454.23
0,972406,2022-09-02,445485,6500, ,6.79,44161.2,71072,70475,1454.23
0,972407,2022-09-02,445485,20000, ,6.59,131746.0,71072,70475,1454.23
0,972443,2022-08-29,445485,2620, ,19.44,50932.8,87912,87912,0.0
0,973393,2022-09-01,445485,600, ,11.25,6750.0,12190,8079,1454.23
0,973394,2022-09-01,445485,1, ,5805.0,5805.0,25313,32336,1454.23
0,973621,2022-09-05,445485,2200, ,15.0,33000.0,62910,71498,1454.23
0,974362,2022-09-05,445485,5000, ,4.96,24800.0,25313,20516,1454.23
0,974363,2022-09-06,445485,1, ,131500.0,131500.0,12190,57053,1454.23
0,974368,2022-09-06,445485,16000, ,1637.42,26198700.0,60011,65536,1454.23
0,974369,2022-09-06,445485,5700, ,1897.77,10817300.0,60011,65536,1454.23
0,975550,2022-09-05,445485,5000, ,4.96,24800.0,25313,20516,1454.23
0,975721,2022-09-05,445485,5000, ,4.96,24800.0,25313,20516,1454.23
0,976039,2022-09-09,445485,100, ,9.49,949.0,25216,31054,1454.23
0,978257,2022-09-06,445485,1008, ,9.0,9072.0,71072,71072,0.0
0,978516,2022-09-06,445485,1008, ,9.0,9072.0,71072,71072,0.0
0,978917,2022-09-01,445485,600, ,11.25,6750.0,12190,8079,1454.23
0,979485,2022-09-12,445485,2000, ,9.5,19000.0,4278,4278,0.0
0,979486,2022-09-12,445485,1750, ,6.37,11147.5,4278,4278,0.0
0,979487,2022-09-12,445485,960, ,6.37,6115.2,4278,4278,0.0
0,979488,2022-09-12,445485,290, ,6.37,1847.3,4278,4278,0.0
0,979509,2022-09-15,445485,3, ,325.0,975.0,3018,3018,0.0
0,979510,2022-09-15,445485,3, ,480.0,1440.0,3018,3018,0.0
0,979511,2022-09-15,445485,3, ,835.0,2505.0,3018,3018,0.0
0,979512,2022-09-15,445485,30, ,18.5,555.0,3018,3018,0.0
0,980135,2022-09-19,445485,280, ,7.0,1960.0,34134,38490,1454.23
0,980278,2022-09-19,445485,1000, ,10.49,10490.0,81051,81612,1454.23
0,981429,2022-09-21,445485,360, ,13.0,4680.0,81051,58858,1454.23
0,981431,2022-09-21,445485,3600, ,9.91,35689.7,81051,58858,1454.23
0,981432,2022-09-21,445485,600, ,12.5,7500.0,81051,58858,1454.23
0,981433,2022-09-21,445485,400, ,12.5,5000.0,81051,58858,1454.23
0,981434,2022-09-21,445485,600, ,9.25,5550.0,81051,58858,1454.23
0,981435,2022-09-21,445485,500, ,11.0,5500.0,81051,58858,1454.23
0,981547,2022-09-21,445485,125, ,15.19,1898.75,41238,33910,1454.23
0,981548,2022-09-21,445485,84, ,14.53,1220.52,41238,33910,1454.23
0,981550,2022-09-21,445485,56940, ,0.98,55943.6,87912,11223,1454.23
0,981664,2022-09-21,445485,3000, ,10.33,30990.0,97012,93734,1454.23
0,981813,2022-09-12,445485,2000, ,9.5,19000.0,4278,4278,0.0
0,981814,2022-09-12,445485,1750, ,6.37,11147.5,4278,4278,0.0
0,981815,2022-09-12,445485,960, ,6.37,6115.2,4278,4278,0.0
0,981816,2022-09-12,445485,290, ,6.37,1847.3,4278,4278,0.0
0,982023,2022-09-11,445485,4200, ,12.97,54474.0,60011,60011,0.0
0,982441,2022-06-30,445485,1392, ,8.99,12514.1,25216,24139,1454.23
0,982442,2022-06-30,445485,500, ,0.87,435.0,25216,24139,1454.23
0,982486,2022-05-31,445485,4000, ,6.9,27600.0,4278,4278,0.0
0,983271,2022-09-06,445485,1008, ,9.0,9072.0,71072,71072,0.0
0,983659,2022-09-27,445485,1200, ,7.5,9000.0,97012,6050,1454.23
0,985525,2022-09-27,445485,50, ,10.72,536.0,25216,31054,1454.23
0,985725,2022-09-28,445485,16875, ,5.93,100069.0,97012,97012,0.0
0,985726,2022-09-28,445485,5625, ,5.93,33356.2,97012,97012,0.0
0,987634,2022-09-29,445485,100, ,8.22,822.0,25216,31054,1454.23
0,987789,2022-09-29,445485,120, ,8.5,1020.0,2550,1392,1454.23
0,989195,2022-09-22,445485,1200, ,5.1,6120.0,2550,2550,0.0
0,989196,2022-09-22,445485,340, ,15.9,5406.0,2550,2550,0.0
0,989197,2022-09-22,445485,24, ,19.45,466.8,2550,2550,0.0
0,989198,2022-09-22,445485,72, ,17.55,1263.6,2550,2550,0.0
0,989199,2022-09-22,445485,72, ,19.1,1375.2,2550,2550,0.0
0,989487,2022-10-04,445485,900, ,8.0,7200.0,38490,38490,0.0
0,989585,2022-10-04,445485,480, ,7.0,3360.0,97012,4278,1454.23
0,990002,2022-10-04,445485,192, ,10.0,1920.0,97012,60011,1454.23
0,990006,2022-10-04,445485,180, ,8.0,1440.0,97012,91677,1454.23
0,990014,2022-10-05,445485,120, ,15.0,1800.0,97012,93734,1454.23
0,990028,2022-10-04,445485,25000, ,3.73,93250.0,97012,12351,1454.23
0,990187,2022-10-04,445485,1800, ,4.8,8640.0,2550,2550,0.0
0,990906,2022-10-06,445485,2600, ,6.0,15600.0,26310,26271,1454.23
0,993062,2022-07-28,445485,5000, ,7.4,37000.0,60011,60011,0.0
0,993241,2022-10-10,445485,60, ,22.9,1374.0,60011,60011,0.0
0,993457,2022-10-13,445485,144, ,9.0,1296.0,97012,2550,1454.23
0,993493,2022-10-13,445485,288, ,6.5,1872.0,97012,25313,1454.23
0,993576,2022-09-01,445485,700, ,12.0,8400.0,97012,2550,1454.23
0,994222,2022-10-13,445485,144, ,15.0,2160.0,97012,38490,1454.23
0,995134,2022-10-17,445485,312, ,11.6,3619.2,97012,41238,1454.23
0,995512,2022-10-17,445485,900, ,11.85,10665.0,25216,31054,1454.23
0,995522,2022-02-22,445485,187, ,16.42,3070.54,90514,91316,1454.23
0,995950,2022-05-18,445485,437, ,16.42,7175.54,90514,91316,1454.23
0,997855,2022-10-20,445485,180, ,13.9,2502.0,97012,88013,1454.23
0,999863,2022-10-25,445485,600, ,8.48,5088.0,71072,71072,0.0
0,999876,2022-10-14,445485,862, ,25.36,21860.3,97012,97012,0.0
0,999878,2022-10-25,445485,295, ,6570.0,1938150.0,97012,65110,1454.23
0,999879,2022-10-25,445485,90, ,10.05,904.5,41238,65110,1454.23
0,999880,2022-10-25,445485,55, ,6.32,347.6,41238,65110,1454.23
0,999904,2022-10-25,445485,1, ,1043750.0,1043750.0,88412,71838,1454.23
0,999906,2022-09-13,445485,150, ,6.63,994.5,46116,71838,1454.23
0,999907,2022-09-13,445485,400, ,6.85,2740.0,46116,71838,1454.23
0,999908,2022-09-13,445485,1500, ,6.27,9405.0,46116,71838,1454.23
0,999913,2022-09-13,445485,250, ,25.33,6332.5,46116,71838,1454.23
0,999914,2022-09-13,445485,250, ,16.63,4157.5,46116,71838,1454.23
0,999917,2022-10-21,445485,48, ,5100.0,244800.0,97012,35734,1454.23
0,999919,2022-10-12,445485,12300, ,5.9,72570.0,68713,35734,1454.23
0,999925,2022-10-20,445485,43, ,5100.0,219300.0,97012,35734,1454.23
0,999926,2022-10-25,445485,2, ,280.99,561.98,4154,85111,1454.23
0,999932,2022-10-25,445485,3, ,129.9,389.7,4154,62499,1454.23
0,999933,2022-10-25,445485,2, ,601.0,1202.0,4154,62499,1454.23
0,999934,2022-10-25,445485,5, ,275.0,1375.0,4154,62499,1454.23
0,999936,2022-10-25,445485,1, ,3500.0,3500.0,4154,65510,1454.23
0,999937,2022-10-25,445485,2, ,3450.0,6900.0,4154,65510,1454.23
0,999946,2022-10-25,445485,4, ,2226.0,8904.0,4154,71072,1454.23
0,999947,2022-10-25,445485,10, ,240.24,2402.4,4154,71072,1454.23
0,999948,2022-10-25,445485,5, ,1240.4,6202.0,4154,71072,1454.23
0,999949,2022-10-25,445485,200, ,2.95,590.0,4154,71072,1454.23
0,999950,2022-10-25,445485,4, ,3587.5,14350.0,4154,71072,1454.23
0,999951,2022-10-25,445485,4, ,2483.0,9932.0,4154,71072,1454.23
0,999952,2022-10-25,445485,4, ,1021.0,4084.0,4154,71072,1454.23
0,999953,2022-10-25,445485,4, ,1094.0,4376.0,4154,71072,1454.23
0,999954,2022-10-25,445485,4, ,977.0,3908.0,4154,71072,1454.23
0,999955,2022-10-25,445485,4, ,1034.0,4136.0,4154,71072,1454.23
0,999956,2022-10-25,445485,4, ,990.0,3960.0,4154,71072,1454.23
0,999957,2022-10-25,445485,6, ,1168.0,7008.0,4154,71072,1454.23
0,999959,2022-10-03,445485,1600, ,60.0,96000.0,53856,89273,1454.23
0,999960,2022-10-03,445485,450, ,16.5,7425.0,53856,89273,1454.23
0,999961,2022-10-25,445485,5, ,176.0,880.0,4154,41238,1454.23
0,999962,2022-10-25,445485,2, ,252.1,504.2,4154,41238,1454.23
0,999963,2022-10-25,445485,4, ,1530.68,6122.72,4154,41238,1454.23
0,999964,2022-10-25,445485,20, ,1324.51,26490.2,60011,54534,1454.23
0,999965,2022-10-25,445485,1, ,1182.7,1182.7,60011,54534,1454.23
0,999970,2022-10-25,445485,2, ,4019.5,8039.0,4154,41238,1454.23
0,999971,2022-10-25,445485,2, ,117.0,234.0,4154,41238,1454.23
0,999972,2022-10-25,445485,2, ,940.0,1880.0,4154,41238,1454.23
0,999973,2022-10-25,445485,2, ,1770.0,3540.0,4154,41238,1454.23
0,999974,2022-10-25,445485,2, ,3280.0,6560.0,4154,41238,1454.23
0,999975,2022-10-25,445485,3, ,408.66,1225.98,4154,41238,1454.23
0,999977,2022-10-25,445485,4, ,5196.0,20784.0,4154,81612,1454.23
0,999978,2022-10-25,445485,2, ,270.0,540.0,4154,81612,1454.23
0,999986,2022-10-25,445485,2, ,345.0,690.0,4154,29513,1454.23
0,999987,2022-10-25,445485,1, ,486.0,486.0,4154,29513,1454.23
0,999988,2022-10-25,445485,1, ,271.0,271.0,4154,29513,1454.23
0,999989,2022-10-25,445485,2, ,341.5,683.0,4154,29513,1454.23
0,999990,2022-10-25,445485,12, ,989.0,11868.0,4154,29513,1454.23
0,999991,2022-10-25,445485,6, ,370.5,2223.0,4154,29513,1454.23
0,1000000,2022-10-25,445485,3, ,5173.75,15521.2,4154,65110,1454.23
0,1000001,2022-10-25,445485,7, ,3372.5,23607.5,4154,65110,1454.23
0,1000046,2022-10-25,445485,1, ,200.0,200.0,4154,63614,1454.23
0,1000047,2022-10-25,445485,1, ,600.0,600.0,4154,63614,1454.23
0,1000048,2022-10-25,445485,10, ,140.6,1406.0,4154,63614,1454.23
0,1000049,2022-10-25,445485,2, ,710.0,1420.0,4154,63614,1454.23
0,1000050,2022-10-25,445485,1, ,1200.0,1200.0,4154,63614,1454.23
0,1000051,2022-10-25,445485,10, ,80.0,800.0,4154,63614,1454.23
0,1000063,2022-10-25,445485,3, ,87.0,261.0,4154,63614,1454.23
0,1000064,2022-10-25,445485,5, ,198.0,990.0,4154,63614,1454.23
0,1000065,2022-10-25,445485,4, ,1225.0,4900.0,4154,63614,1454.23
0,1000066,2022-10-25,445485,4, ,409.75,1639.0,4154,63614,1454.23
0,1000084,2022-10-21,445485,9, ,1025.0,9225.0,97012,70750,1454.23
0,1000086,2022-10-25,445485,250, ,16.0,4000.0,4154,60011,1454.23
0,1000087,2022-10-25,445485,4, ,500.0,2000.0,4154,60011,1454.23
0,1000088,2022-10-25,445485,200, ,11.34,2268.0,4154,60011,1454.23
0,1000095,2022-10-24,445485,1, ,50000.0,50000.0,71072,71072,0.0
0,1000096,2022-10-25,445485,2, ,93.38,186.76,4154,60011,1454.23
0,1000097,2022-10-25,445485,2, ,89.32,178.64,4154,60011,1454.23
0,1000098,2022-10-25,445485,2, ,1450.0,2900.0,4154,60011,1454.23
0,1000099,2022-10-25,445485,2, ,81.2,162.4,4154,60011,1454.23
0,1000100,2022-10-25,445485,2, ,81.2,162.4,4154,60011,1454.23
0,1000101,2022-10-25,445485,2, ,1557.5,3115.0,4154,60011,1454.23
0,1000102,2022-10-25,445485,2, ,85.26,170.52,4154,60011,1454.23
0,1000103,2022-10-25,445485,2, ,81.2,162.4,4154,60011,1454.23
0,1000104,2022-10-25,445485,2, ,1557.5,3115.0,4154,60011,1454.23
0,1000105,2022-10-25,445485,2, ,81.2,162.4,4154,60011,1454.23
0,1000106,2022-10-25,445485,2, ,81.2,162.4,4154,60011,1454.23
0,1000107,2022-10-25,445485,2, ,1557.5,3115.0,4154,60011,1454.23
0,1000108,2022-10-25,445485,2, ,69.02,138.04,4154,60011,1454.23
0,1000109,2022-10-25,445485,2, ,73.08,146.16,4154,60011,1454.23
0,1000110,2022-10-25,445485,2, ,1537.2,3074.4,4154,60011,1454.23
0,1000111,2022-10-25,445485,2, ,81.2,162.4,4154,60011,1454.23
0,1000112,2022-10-25,445485,2, ,89.32,178.64,4154,60011,1454.23
0,1000113,2022-10-25,445485,2, ,1545.32,3090.64,4154,60011,1454.23
0,1000114,2022-10-25,445485,2, ,77.14,154.28,4154,60011,1454.23
0,1000115,2022-10-25,445485,2, ,81.2,162.4,4154,60011,1454.23
0,1000116,2022-10-25,445485,2, ,1549.38,3098.76,4154,60011,1454.23
0,1000117,2022-10-25,445485,2, ,81.2,162.4,4154,60011,1454.23
0,1000118,2022-10-25,445485,2, ,97.44,194.88,4154,60011,1454.23
0,1000119,2022-10-25,445485,2, ,1533.14,3066.28,4154,60011,1454.23
0,1000120,2022-10-25,445485,2, ,89.32,178.64,4154,60011,1454.23
0,1000121,2022-10-25,445485,2, ,89.32,178.64,4154,60011,1454.23
0,1000122,2022-10-25,445485,2, ,1565.62,3131.24,4154,60011,1454.23
0,1000123,2022-10-25,445485,2, ,81.2,162.4,4154,60011,1454.23
0,1000124,2022-10-25,445485,2, ,105.56,211.12,4154,60011,1454.23
0,1000125,2022-10-25,445485,2, ,1561.56,3123.12,4154,60011,1454.23
0,1000126,2022-10-25,445485,2, ,85.26,170.52,4154,60011,1454.23
0,1000127,2022-10-25,445485,2, ,81.2,162.4,4154,60011,1454.23
0,1000128,2022-10-25,445485,2, ,1561.56,3123.12,4154,60011,1454.23
0,1000137,2022-03-08,445485,300, ,6.0,1800.0,13897,60011,1454.23
0,1000158,2022-10-13,445485,2, ,18900.0,37800.0,68713,71838,1454.23
0,1000159,2022-10-13,445485,1, ,22220.0,22220.0,68713,71838,1454.23
0,1000160,2022-10-13,445485,3, ,7500.0,22500.0,68713,71838,1454.23
0,1000161,2022-10-13,445485,1, ,8200.0,8200.0,68713,71838,1454.23
0,1000162,2022-10-13,445485,2, ,620.0,1240.0,68713,71838,1454.23
0,1000163,2022-10-13,445485,2, ,480.0,960.0,68713,71838,1454.23
0,1000164,2022-10-13,445485,2, ,1500.0,3000.0,68713,71838,1454.23
0,1000175,2022-10-03,445485,60, ,12.9,774.0,25216,25216,0.0
0,1000176,2022-10-03,445485,573, ,46.99,26925.3,25216,25216,0.0
0,1000177,2022-10-03,445485,1147, ,15.9,18237.3,25216,25216,0.0
0,1000178,2022-10-03,445485,1147, ,5.9,6767.3,25216,25216,0.0
0,1000179,2022-10-03,445485,688, ,19.1,13140.8,25216,25216,0.0
0,1000180,2022-10-03,445485,803, ,5.0,4015.0,25216,25216,0.0
0,1000181,2022-10-03,445485,50, ,17.42,871.0,25216,25216,0.0
0,1000182,2022-10-03,445485,161, ,15.9,2559.9,25216,25216,0.0
0,1000183,2022-10-03,445485,25, ,28.87,721.75,25216,25216,0.0
0,1000184,2022-10-03,445485,264, ,9.95,2626.8,25216,25216,0.0
0,1000185,2022-10-03,445485,57, ,33.99,1937.43,25216,25216,0.0
0,1000186,2022-10-03,445485,40, ,29.93,1197.2,25216,25216,0.0
0,1000187,2022-10-03,445485,1721, ,1.07,1841.47,25216,25216,0.0
0,1000188,2022-10-03,445485,115, ,18.4,2116.0,25216,25216,0.0
0,1000201,2022-10-03,445485,2000, ,21.4,42800.0,53856,53856,0.0
0,1000202,2022-10-03,445485,3000, ,18.8,56400.0,53856,53856,0.0
0,1000203,2022-10-03,445485,3770, ,10.2,38454.0,53856,53856,0.0
0,1000204,2022-10-03,445485,1000, ,4.85,4850.0,53856,53856,0.0
0,1000205,2022-10-03,445485,1380, ,10.35,14283.0,53856,53856,0.0
0,1000206,2022-10-03,445485,10500, ,8.06,84630.0,53856,53856,0.0
0,1000207,2022-10-03,445485,300, ,10.14,3042.0,53856,53856,0.0
0,1000208,2022-10-03,445485,500, ,10.12,5060.0,53856,53856,0.0
0,1000209,2022-10-03,445485,3000, ,10.38,31140.0,53856,53856,0.0
0,1000210,2022-10-03,445485,750, ,10.18,7635.0,53856,53856,0.0
0,1000211,2022-10-03,445485,750, ,5.5,4125.0,53856,53856,0.0
0,1000212,2022-10-03,445485,3000, ,7.7,23100.0,53856,53856,0.0
0,1000213,2022-10-03,445485,1200, ,7.2,8640.0,53856,53856,0.0
0,1000217,2022-03-07,445485,240, ,7.0,1680.0,13897,53856,1454.23
0,1000232,2022-10-25,445485,84, ,6570.0,551880.0,23817,65110,1454.23
0,1000233,2022-10-10,445485,15, ,57.0,855.0,97012,92436,1454.23
0,1000238,2022-10-21,445485,1, ,9999.0,119988.0,87912,70475,1454.23
0,1000241,2022-10-21,445485,1, ,2999.7,35996.4,87912,70475,1454.23
0,1000253,2022-07-22,445485,62500, ,9.7,606250.0,4278,4472,1454.23
0,1000257,2022-01-31,445485,90, ,2.67,240.3,25437,4472,1454.23
0,1000258,2022-01-31,445485,160, ,3.11,497.6,25437,4472,1454.23
0,1000261,2022-01-27,445485,16, ,17330.0,277280.0,90514,77518,1454.23
0,1000262,2022-01-27,445485,16, ,1168.0,18688.0,90514,77518,1454.23
0,1000272,2022-10-24,445485,1, ,3800.0,3800.0,97012,97012,0.0
1,7000305000392022,2022-06-20,445485,5500,Garrafão            ,5.78,31800.0,2550,2550,0.0
1,7000705000682021,2022-01-17,445485,9000,Garrafão            ,4.96,44640.0,13897,13897,0.0
1,7001005000932022,2022-12-16,445485,7500,Garrafão            ,4.27,32025.0,25313,26271,47.1718
1,8000605000632022,2022-12-19,445485,14000,Garrafão            ,4.88,68320.0,25313,25313,0.0
1,8001605000692022,2022-09-15,445485,9050,Garrafão            ,5.84,52910.0,97012,97012,0.0
1,8002205000312022,2022-12-26,445485,1,Garrafão            ,38000.0,38000.0,27855,27855,0.0
2,9000305000242022,2022-12-14,445485,4080,Garrafão            ,6.02,24600.0,4278,4154,16.381
7,9002205000192022,2022-12-01,445485,300,Garrafão            ,13.39,4017.0,93734,93734,0.0
1,9002305000572022,2022-09-30,445485,6000,Garrafão            ,6.47,38820.0,97012,97012,0.0
1,9002705000032023,2023-01-19,445485,15300,Garrafão            ,7.0,107100.0,97012,97012,0.0
1,10000105000502022,2022-12-07,445485,40000,Garrafão            ,6.49,259600.0,97012,97012,0.0
1,11009605000012023,2023-01-10,445485,1080,Garrafão            ,7.97,8607.6,25313,31054,398.772
3,11009605000012023,2023-01-10,445485,954,Garrafão            ,5.95,5676.3,25313,27855,203.238
5,11009605000012023,2023-01-10,445485,1800,Garrafão            ,5.99,10782.0,25313,13897,629.359
7,11009605000012023,2023-01-10,445485,1700,Garrafão            ,7.58,12886.0,25313,31054,398.772
9,11009605000012023,2023-01-10,445485,800,Garrafão            ,7.8,6240.0,25313,31054,398.772
1,11016105000012022,2022-02-02,445485,7318,Garrafão            ,2.95,21589.0,97012,97012,0.0
1,11460105000082022,2022-05-30,445485,8613,Garrafão            ,6.2,53400.6,60011,58254,112.674
2,11460105000082022,2022-05-30,445485,2871,Garrafão            ,6.2,17800.2,60011,58254,112.674
1,11461205000032022,2022-04-12,445485,72,Garrafão            ,7.0,504.0,17612,17612,0.0
4,11461205000032022,2022-04-12,445485,290,Garrafão            ,7.5,2175.0,17612,17612,0.0
5,11461205000032022,2022-04-12,445485,72,Garrafão            ,7.0,504.0,17612,17612,0.0
6,11461205000032022,2022-04-12,445485,318,Garrafão            ,7.0,2226.0,17612,17612,0.0
7,11461205000032022,2022-04-12,445485,72,Garrafão            ,7.0,504.0,17612,17612,0.0
8,11461205000032022,2022-04-12,445485,345,Garrafão            ,7.0,2415.0,17612,17612,0.0
9,11461205000032022,2022-04-12,445485,144,Garrafão            ,7.5,1080.0,17612,17612,0.0
10,11461205000032022,2022-04-12,445485,644,Garrafão            ,7.5,4830.0,17612,17612,0.0
12,11461205000032022,2022-04-12,445485,635,Garrafão            ,5.57,3536.95,17612,17612,0.0
14,11461205000032022,2022-04-12,445485,336,Garrafão            ,7.7,2587.2,17612,17612,0.0
15,11461205000032022,2022-04-12,445485,72,Garrafão            ,7.7,554.4,17612,17612,0.0
16,11461205000032022,2022-04-12,445485,390,Garrafão            ,7.7,3003.0,17612,17612,0.0
17,11461205000032022,2022-04-12,445485,400,Garrafão            ,5.69,2279.0,17612,17612,0.0
18,11461205000032022,2022-04-12,445485,1434,Garrafão            ,5.7,8179.0,17612,17612,0.0
1,11462305000012023,2023-02-27,445485,1032,Garrafão            ,13.0,13416.0,75353,75353,0.0
2,11462905000082022,2022-09-19,445485,2350,Garrafão            ,6.72,15792.0,97012,97012,0.0
1,13501605000012023,2023-03-07,445485,2000,Garrafão            ,9.81,19620.0,53430,53430,0.0
1,13510005000012023,2023-01-31,445485,6996,Garrafão            ,5.5,38478.0,97012,97012,0.0
1,13510005000032022,2022-02-25,445485,7538,Garrafão            ,6.5,48997.0,97012,97012,0.0
1,13528505000012022,2022-04-26,445485,2500,Garrafão            ,3.79,9475.0,25313,25313,0.0
1,13545705000042022,2022-03-22,445485,250,Garrafão            ,5.0,1250.0,17612,17612,0.0
1,15303005000732022,2022-10-19,445485,1100,Garrafão            ,12.39,13629.0,46477,46477,0.0
1,15815405000622022,2022-04-07,445485,3000,Garrafão            ,9.8,29400.0,71072,69671,30.6653
1,15815405032702022,2022-05-25,445485,1008,Garrafão            ,9.0,9072.0,71072,71072,0.0
1,15815405075832022,2022-03-04,445485,600,Garrafão            ,12.97,7782.0,71072,62090,386.462
1,17005005000022022,2022-03-24,445485,1200,Garrafão            ,6.5,7800.0,20516,21750,12.272
2,17005005000022022,2022-03-24,445485,410,Garrafão            ,6.5,2665.0,20516,21750,12.272
3,17005005000022022,2022-03-24,445485,900,Garrafão            ,6.5,5850.0,20516,21750,12.272
4,17005005000022022,2022-03-24,445485,500,Garrafão            ,7.0,3500.0,20516,21750,12.272
2,17005505000012022,2022-01-21,445485,3840,Garrafão            ,4.0,15360.0,25313,25135,12.5627
1,17016605000012022,2022-01-05,445485,2422,Garrafão            ,6.86,16614.9,81051,82333,13.2905
2,17016605000012022,2022-01-05,445485,180,Garrafão            ,8.91,1603.8,81051,80390,67.4845
3,17016605000012022,2022-01-05,445485,374,Garrafão            ,12.58,4704.92,81051,80390,67.4845
6,17016605000012022,2022-01-05,445485,410,Garrafão            ,10.55,4325.5,81051,80390,67.4845
7,17016605000012022,2022-01-05,445485,120,Garrafão            ,9.83,1179.6,81051,80390,67.4845
9,17016605000012022,2022-01-05,445485,40,Garrafão            ,10.5,420.0,81051,80390,67.4845
10,17016605000012022,2022-01-05,445485,36,Garrafão            ,8.6,309.6,81051,80390,67.4845
13,17016605000012022,2022-01-05,445485,36,Garrafão            ,11.22,403.92,81051,80390,67.4845
15,17016605000012022,2022-01-05,445485,12,Garrafão            ,11.0,132.0,81051,80390,67.4845
17,17016605000012022,2022-01-05,445485,60,Garrafão            ,10.5,630.0,81051,80390,67.4845
1,17017705000022022,2022-01-17,445485,3000,Garrafão            ,7.9,23700.0,88013,88013,0.0
1,17021705000072022,2022-07-22,445485,2000,Garrafão            ,9.5,19000.0,4278,4278,0.0
3,17021705000072022,2022-07-22,445485,960,Garrafão            ,6.37,6115.2,4278,4278,0.0
4,17021705000072022,2022-07-22,445485,290,Garrafão            ,6.37,1847.3,4278,4278,0.0
1,20002205000072022,2022-12-09,445485,1460,Garrafão            ,3.55,5183.0,31054,31054,0.0
1,20009005000012022,2022-01-17,445485,1500,Garrafão            ,6.0,9000.0,25313,15377,487.084
