licitacao_contrato,id,data,catmat_id,quantidade,unidade,valor_unitario,valor_total,municipio_uasg,municipio_fornecedor,distancia_uasg_fornecedor,anomalia
0,819568,2022-01-03,0,1, ,47759.4,47759.4,49859,71072,510.453,0
0,822211,2022-01-03,0,45584, ,23.21,1058000.0,97012,92274,182.052,0
0,824898,2022-01-05,0,14, ,175939.0,2463150.0,97012,70777,883.919,1
0,824899,2022-01-05,0,0, ,318980.0,0.0,97012,70777,883.919,1
0,824900,2022-01-05,0,0, ,410000.0,0.0,97012,70777,883.919,1
0,824901,2022-01-05,0,4, ,361000.0,1444000.0,97012,70777,883.919,1
0,825484,2022-01-04,0,13747, ,4551.18,62565100.0,97012,71072,872.64,0
0,827761,2022-01-07,0,228, ,1025.0,233700.0,97012,70750,891.265,0
0,828262,2022-01-10,0,5, ,119999.0,599995.0,90735,36854,2030.0,1
0,828311,2022-01-10,0,1200, ,10.58,12694.8,88013,85898,13.383,0
0,828411,2022-01-03,0,12, ,27103.0,325236.0,13897,60011,2192.59,0
0,828417,2022-01-10,0,20, ,1600.92,32018.4,87912,80535,494.066,0
0,828837,2022-01-11,0,20, ,111.83,2236.6,97330,96270,157.111,0
0,828838,2022-01-11,0,1, ,137.46,137.46,97330,96270,157.111,0
0,828839,2022-01-11,0,1, ,1117.78,1117.78,97330,96270,157.111,0
0,828840,2022-01-11,0,1, ,201.39,201.39,97330,96270,157.111,0
0,828841,2022-01-11,0,1, ,521.06,521.06,97330,96270,157.111,0
0,828842,2022-01-11,0,1, ,553.03,553.03,97330,96270,157.111,0
0,828843,2022-01-11,0,1, ,180.08,180.08,97330,96270,157.111,0
0,828857,2022-01-11,0,80, ,93.24,7459.2,97330,96270,157.111,0
0,828858,2022-01-11,0,30, ,88.79,2663.7,97330,96270,157.111,0
0,828859,2022-01-11,0,30, ,106.56,3196.8,97330,96270,157.111,0
0,828860,2022-01-11,0,2, ,122.01,244.02,97330,96270,157.111,0
0,828861,2022-01-11,0,2, ,122.01,244.02,97330,96270,157.111,0
0,828862,2022-01-11,0,2, ,132.66,265.32,97330,96270,157.111,0
