codigo,descricao,codigo_grupo
4720,MANGUEIRAS E TUBULAÇÕES FLEXÍVEIS                                                                                       ,47
4730,"ACESSÓRIOS E FERRAGENS ESPECIAIS PARA  MANGUEIRAS, CANOS  E TUBOS                                                       ",47
4810,VÁLVULAS ACIONADAS POR FORÇA MOTRIZ                                                                                     ,48
4820,VÁLVULAS NÃO ACIONADAS POR FORÇA MOTRIZ                                                                                 ,48
4850,ATUADORES PARA MOVIMENTACAO DE VALVULAS                                                                                 ,48
4910,EQUIPAMENTO ESPECIALIZADO PARA OFICINA DE MANUTENÇÃO E  REPARO DE VEÍCULOS MOTORIZADOS                                  ,49
4920,EQUIPAMENTO ESPECIALIZADO PARA OFICINA DE MANUTENÇÃO E REPA-RO DE AERONAVES                                             ,49
4921,"EQUIPAMENTO ESPECIALIZADO PARA MANUTENÇÃO, REPARO E INSPEÇÃODE TORPEDOS                                                 ",49
4923,"EQUIPAMENTO ESPECIALIZADO PARA MANUTENÇÃO,REPARO E INSPEÇÃO DE MINAS SUBMARINAS E BOMBAS DE PROFUNDIDADE                ",49
4925,"EQUIPAMENTO ESPECIALIZADO PARA MANUTENÇÃO,REPARO E INSPEÇÃO DE MUNIÇÃO                                                  ",49
4927,"EQUIPAMENTO ESPECIALIZADO PARA MANUTENÇÃO,REPARO E INSPEÇÃO DE FOGUETES                                                 ",49
4930,EQUIPAMENTO PARA ABASTECIMENTO DE COMBUSTÍVEL E LUBRIFICAÇÃO                                                            ,49
4931,EQUIPAMENTO ESPECIALIZADO PARA OFICINA DE MANUTENÇÃO E  REPARO DE MATERIAL DE CONTROLE DE TIRO                          ,49
4933,EQUIPAMENTO ESPECIALIZADO PARA OFICINA DE MANUTENÇÃO E  REPARO DE ARMAMENTO                                             ,49
4935,"EQUIPAMENTO ESPECIALIZADO PARA MANUTENÇÃO,REPARO E INSPEÇÃO DE MÍSSEIS GUIADOS                                          ",49
4940,EQUIPAMENTO ESPECIALIZADO DIVERSOS PARA OFICINA  DE  MANUTENÇÃO E REPARO                                                ,49
4960,"EQUIPAMENTO ESPECIALIZADO PARA MANUTENÇÃO, REPARO E INSPEÇÃODE VEÍCULOS ESPACIAIS                                       ",49
4970,EQUIPAMENTO ESPECIALIZADO PARA MANUTENÇÃO E REPARO DE ARMAS MÚLTIPLAS GUIADAS                                           ,49
5110,"FERRAMENTAS MANUAIS DE CORTE, NÃO ACIONADAS POR FORÇA MOTRIZ                                                            ",51
5120,"FERRAMENTAS MANUAIS SEM CORTE, NÃO ACIONADAS  POR  FORÇA  MOTRIZ                                                        ",51
5130,FERRAMENTAS MANUAIS ACIONADAS POR FORÇA MOTRIZ                                                                          ,51
5133,"BROCAS, ALARGADORES, ESCARIADORES, MANUAIS E PARA USO EM  MÁQUINAS                                                      ",51
5135,CABOS DE FERRAMENTAS                                                                                                    ,51
5136,"MACHOS, MATRIZES E MANDRIS, MANUAIS E MECÂNICOS                                                                         ",51
5140,CAIXAS PARA FERRAMENTAS E FERRAGENS                                                                                     ,51
5180,JOGOS E CONJUNTOS DE FERRAMENTAS MANUAIS                                                                                ,51
5210,INSTRUMENTOS DE MEDIÇÃO PARA ARTÍFICES                                                                                  ,52
5220,CALIBRES DE INSPEÇÃO E FERRAMENTAS DE PRECISÃO                                                                          ,52
5280,JOGOS E CONJUNTOS DE INSTRUMENTOS DE MEDIÇÃO                                                                            ,52
5305,PARAFUSOS SEM PORCA                                                                                                     ,53
5306,PARAFUSOS COM PORCA                                                                                                     ,53
5307,PRISIONEIROS                                                                                                            ,53
5310,PORCAS E ARRUELAS                                                                                                       ,53
5315,"PREGOS, CHAVETAS E PINOS                                                                                                ",53
5320,REBITES                                                                                                                 ,53
5325,DISPOSITIVOS PARA FIXAÇÃO                                                                                               ,53
5330,GAXETAS E OUTROS MATERIAIS PARA VEDAÇÃO                                                                                 ,53
5331,ANÉIS                                                                                                                   ,53
5335,TELAS METÁLICAS                                                                                                         ,53
5340,FERRAGENS DIVERSAS                                                                                                      ,53
5341,CANTONEIRAS                                                                                                             ,53
5342,FERRAGENS DE PEÇA DE SISTEMAS DE ARMAS                                                                                  ,53
5345,DISCOS E PEDRAS ABRASIVOS                                                                                               ,53
5350,MATERIAIS ABRASIVOS                                                                                                     ,53
5355,BOTÕES E PONTEIROS                                                                                                      ,53
5360,"MOLAS DE ARAME, PLANAS E HELICOIDAIS                                                                                    ",53
5365,"ANÉIS, BUCHAS E ESPAÇADORES                                                                                             ",53
5410,EDIFICAÇÕES PRÉ-FABRICADAS E PORTÁTEIS                                                                                  ,54
5411,ABRIGOS DE PAREDE RÍGIDA                                                                                                ,54
5419,CONSTRUÇÕES COLETIVAS MODULARES DE APOIO                                                                                ,54
5420,PONTES FIXAS E FLUTUANTES                                                                                               ,54
5430,TANQUES DE ARMAZENAGEM                                                                                                  ,54
5440,EQUIPAMENTOS PARA MONTAGEM DE ANDAIME E FORMAS DE CONCRETO                                                              ,54
5445,ESTRUTURAS DE TORRES PRÉ-FABRICADAS                                                                                     ,54
5450,ESTRUTURAS PRÉ-FABRICADAS DIVERSAS                                                                                      ,54
5510,TÁBUAS E ARTIGOS CORRELATOS À BASE DE MADEIRA                                                                           ,55
5520,ESQUADRIAS                                                                                                              ,55
5530,COMPENSADOS E FOLHEADOS                                                                                                 ,55
5610,"MATERIAIS DE ORIGEM MINERAL PARA CONSTRUÇÃO, A GRANEL                                                                   ",56
5620,"VIDROS, TELHAS, TIJOLOS E BLOCOS PARA CONSTRUÇÃO                                                                        ",56
5630,"TUBOS E CONDUTOS, NÃO METÁLICOS, PARA CONSTRUÇÃO                                                                        ",56
5640,"PAINEL DE PAPELÃO,PAPEL EMPREGADO EM CONSTRUÇÃO E MATERIAIS DE ISOLAMENTO TÉRMICO                                       ",56
5650,MATERIAIS PARA TELHADOS E REVESTIMENTO DE PAREDES                                                                       ,56
5660,"CERCAS, GRADES E PORTÕES                                                                                                ",56
5670,COMPONENTES PRÉ-FABRICADOS PARA CONSTRUÇÃO                                                                              ,56
5675,MATERIAL DE CONSTRUÇÃO SINTÉTICO E ARTIGOS CORRELATOS                                                                   ,56
5680,MATERIAIS DIVERSOS PARA CONSTRUÇÃO                                                                                      ,56
5805,EQUIPAMENTO TELEFÔNICO E TELEGRÁFICO                                                                                    ,58
5810,EQUIPAMENTOS E COMPONENTES PARA SEGURANÇA DE COMUNICAÇÕES                                                               ,58
5811,OUTROS EQUIPAMENTOS CRIPTOLÓGICOS E COMPONENTES                                                                         ,58
5815,EQUIPAMENTOS DE TELETIPO E FAC-SÍMILE                                                                                   ,58
5820,"EQUIPAMENTOS PARA COMUNICAÇÃO POR RÁDIO E TELEVISÃO, EXCETO OS DE AERONAVES                                             ",58
5821,"EQUIPAMENTOS PARA COMUNICACÃO POR RÁDIO E TELEVISÃO, PARA A-ERONAVES                                                    ",58
5825,"EQUIPAMENTOS DE RADIONAVEGAÇÃO, EXCETO OS DE AERONAVES                                                                  ",58
5826,EQUIPAMENTOS PARA RADIONAVEGAÇÃO DE AERONAVES                                                                           ,58
5830,"SISTEMAS DE INTERCOMUNICAÇÃO E AMPLIFICAÇÃO DE  VOZ,  EXCETOOS DE AERONAVES                                             ",58
5831,"SISTEMAS PARA INTERCOMUNICAÇÃO E AMPLIFICAÇÃO DE VOZ, DE  AERONAVES                                                     ",58
5835,EQUIPAMENTOS PARA GRAVAÇÃO E REPRODUÇÃO DE SOM                                                                          ,58
5836,EQUIPAMENTOS PARA GRAVAÇÃO E REPRODUÇÃO DE VÍDEO                                                                        ,58
5840,"EQUIPAMENTOS DE RADAR, EXCETO OS DE AERONAVES                                                                           ",58
5841,EQUIPAMENTOS DE RADAR PARA AERONAVES                                                                                    ,58
5845,EQUIPAMENTOS SUBMARINO DE SOM                                                                                           ,58
5850,EQUIPAMENTOS PARA COMUNICAÇÃO COM LUZ VISÍVEL E INVISÍVEL                                                               ,58
5855,"EQUIPAMENTOS PARA VISÃO NOTURNA, POR RADIAÇÃO EMITIDA  E  REFLETIDA                                                     ",58
5860,"DISPOSITIVOS DE RADIAÇÃO COERENTE ESTIMULADA, SEUS  COMPONENTES E ACESSÓRIOS                                            ",58
5865,"EQUIPAMENTOS PARA CONTRAMEDIDAS ELETRÔNICAS,   CONTRA-CONTRAMEDIDAS E DE CAPACIDADE DE REAÇÃO RÁPIDA                    ",58
5895,EQUIPAMENTOS DIVERSOS PARA COMUNICAÇÕES                                                                                 ,58
5905,RESISTORES                                                                                                              ,59
5910,CAPACITORES                                                                                                             ,59
5915,FILTROS E REDES                                                                                                         ,59
5920,"FUSÍVEIS INTERRUPTORES, ISOLANTES E PROTETORES                                                                          ",59
5925,DISJUNTORES                                                                                                             ,59
5930,CHAVES ELÉTRICAS                                                                                                        ,59
5935,CONECTORES ELÉTRICOS                                                                                                    ,59
5940,"BORNES, TERMINAIS E LÂMINAS TERMINAIS                                                                                   ",59
5945,RELÉS E SOLENÓIDES                                                                                                      ,59
5950,BOBINAS E TRANSFORMADORES                                                                                               ,59
5955,CRISTAIS OSCILADORES E PIEZOELÉTRICOS                                                                                   ,59
5960,VÁLVULAS ELETRÔNICAS E FERRAGENS CORRELATAS                                                                             ,59
5961,DISPOSITIVOS A SEMICONDUTOR E PLACAS ASSOCIADAS (CIRCUITOS)                                                             ,59
5962,MICROCIRCUITOS ELETRÔNICOS                                                                                              ,59
5963,MÓDULOS ELETRÔNICOS                                                                                                     ,59
5965,"FONES, MICROFONES E ALTO-FALANTES                                                                                       ",59
5970,ISOLADORES ELÉTRICOS E MATERIAIS ISOLANTES                                                                              ,59
5975,FERRAGENS E SUPRIMENTOS DE ELETRICIDADE                                                                                 ,59
5977,ESCOVAS DE CONTATO ELÉTRICO E ELETRODOS                                                                                 ,59
5980,DISPOSITIVOS OPTOELETRÔNICOS E ITENS CORRELATOS                                                                         ,59
5985,"ANTENAS, GUIAS DE ONDA E ITENS CORRELATOS                                                                               ",59
5990,SINCRONIZADORES E ANALISADORES                                                                                          ,59
5995,"CONJUNTOS DE CABOS, CORDÕES E FIOS ELÉTRICOS PARA  EQUIPAMENTOS DE COMUNICAÇÕES                                         ",59
5996,AMPLIFICADORES                                                                                                          ,59
5998,"CONJUNTOS ELÉTRICOS E ELETRÔNICOS, PLACAS, CARTÕES  E  ITENSCORRELATOS                                                  ",59
5999,COMPONENTES ELÉTRICOS E ELETRÔNICOS DIVERSOS                                                                            ,59
6004,JUNTAS ROTATIVAS                                                                                                        ,60
6005,"ACOPLADORES , ISOLADORES E MISTURADORES                                                                                 ",60
6006,ATENUADORES                                                                                                             ,60
6007,FILTROS                                                                                                                 ,60
6008,MULTIPLEXADORES E DEMULTIPLEXADORES                                                                                     ,60
6010,CONDUTORES DE FIBRA ÓTICA                                                                                               ,60
6015,CABOS DE FIBRA ÓTICA                                                                                                    ,60
6020,CONJUNTOS MONTADOS DE CABOS DE FOBRA ÓTICA                                                                              ,60
6021,INTERRUPTORES DE FIBRA ÓTICA                                                                                            ,60
6025,TRANSMISSORES DE FIBRA OTICA                                                                                            ,60
6026,RECEPTORES DE FIBRA OTICA                                                                                               ,60
6029,REPETIDORES OTICOS                                                                                                      ,60
6030,DISPOSITIVOS DE FIBRA ÓTICA                                                                                             ,60
6031,CIRCUITOS OTICOS INTEGRADOS                                                                                             ,60
6032,FONTES DE LUZ DE FIBRA ÓTICA E FOTODETETORES                                                                            ,60
6033,FOTO DETETORES DE FIBRA OTICA                                                                                           ,60
6034,MODULADORES E DEMODULADORES DE FIBRA OTICA                                                                              ,60
6035,DISPOSITIVOS DE TRANSFERÊNCIA DE LUZ E DE IMAGEM DE FIBRA  ÓTICA                                                        ,60
6040,SENSORES DE FIBRA OTICA                                                                                                 ,60
6050,DISPOSITIVOS PASSIVOS DE FIBRA OTICA                                                                                    ,60
6060,INTERCONECTORES E SUPRIMENTOS DE FIBRA ÓTICA                                                                            ,60
6070,ACESSÓRIOS E MATERIAIS DE FIBRAS ÓTICAS                                                                                 ,60
6080,JOGOS E CONJUNTOS DE FIBRAS ÓTICAS                                                                                      ,60
6099,COMPONENTES DIVERSOS DE FIBRA ÓTICA                                                                                     ,60
6105,MOTORES ELÉTRICOS                                                                                                       ,61
6110,EQUIPAMENTOS DE CONTROLE ELÉTRICO                                                                                       ,61
6115,GERADORES E CONJUNTOS GERADORES ELÉTRICOS                                                                               ,61
6116,"UNIDADES DE FORÇA DE CÉLULA DE  COMBUSTÍVEL,  COMPONENTES E ACESSÓRIOS                                                  ",61
6117,SISTEMA DE ENERGIA ELÉTRICA SOLAR                                                                                       ,61
6120,TRANSFORMADORES PARA ESTAÇÃO DE FORÇA E DE DISTRIBUIÇÃO                                                                 ,61
6125,CONVERSORES ELÉTRICOS ROTATIVOS                                                                                         ,61
6130,CONVERSORES ELÉTRICOS ESTÁTICOS                                                                                         ,61
6135,BATERIAS NAO RECARREGÁVEIS                                                                                              ,61
6140,BATERIAS RECARREGÁVEIS                                                                                                  ,61
6145,FIOS E CABOS ELÉTRICOS                                                                                                  ,61
6150,EQUIPAMENTOS DIVERSOS PARA GERAÇÃO E DISTRIBUIÇÃO DE ENERGIA                                                            ,61
6160,ACESSÓRIOS E REVESTIMENTOS DIVERSOS PARA BATERIAS                                                                       ,61
6210,APARELHOS DE ILUMINAÇÃO ELÉTRICA DE USO INTERNO E EXTERNO                                                               ,62
6220,LUZES E EQUIPAMENTOS DE ILUMINAÇÃO ELÉTRICA PARA VEÍCULOS                                                               ,62
6230,EQUIPAMENTOS DE ILUMINAÇÃO ELÉTRICA MANUAL E PORTÁTIL                                                                   ,62
6240,LÂMPADAS ELÉTRICAS                                                                                                      ,62
6250,"LUSTRES, SUPORTES PARA LÂMPADAS E ELEMENTOS DE PARTIDA                                                                  ",62
6260,EQUIPAMENTOS DE ILUMINAÇÃO NÃO ELÉTRICOS                                                                                ,62
6310,SISTEMA DE SINALIZAÇÃO DE TRÁFEGO E TRÂNSITO                                                                            ,63
6320,SISTEMAS DE SINALIZAÇÃO E ALARME DE EMBARCAÇÕES                                                                         ,63
6330,SISTEMAS DE SINALIZAÇÃO E ALARME PARA FERROVIAS                                                                         ,63
6340,SISTEMAS DE SINALIZAÇÃO E ALARME PARA AERONAVES                                                                         ,63
6350,"SISTEMAS DIVERSOS DE SINALIZAÇÃO, ALARME E DETECÇÃO PARA  SEGURANÇA                                                     ",63
6405,MEDICAMENTOS PARA APARELHOS DIGESTIVO METABOLISMO E NUTRICAO                                                            ,64
6410,MEDICAMENTOS PARA SANGUE E ORGAOS HEMATOPOETICOS                                                                        ,64
6415,MEDICAMENTOS PARA APARELHO CARDIVASCULAR                                                                                ,64
6420,"MEDICAMENTOS PARA DERMATOLOGICOS,   OTOLOGICOS   EOFTAMOLOGICOS                                                         ",64
6425,MEDICAMENTOS PARA APARELHOS GENITOURINARIO E HARMONIOS SEXUAIS                                                          ,64
6430,"MEDICAMENTOS PARA HORMONIOS, EXCETO SEXUAIS E METABOLISMO                                                               ",64
6435,MEDICAMENTOS PARA QUIMIOTERAPIA                                                                                         ,64
6440,MEDICAMENTOS PARA IMUNOTERAPIA E ALERGIA                                                                                ,64
6445,MEDICAMENTOS PARA SISTEMA NERVOSO                                                                                       ,64
6450,MEDICAMENTOS PARA APARELHO RESPIRATORIO                                                                                 ,64
6455,MEDICAMENTOS PARA SISTEMA MUSCULO ESQUELETICO                                                                           ,64
6460,MEDICAMENTOS PARA AGENTES DIAGNOSTICOS                                                                                  ,64
6465,OUTROS MEDICAMENTOS                                                                                                     ,64
6470,DROGAS E PRODUTOS QUIMICOS PARA ANALISE   LABORATORIAIS                                                                 ,64
6475,PRODUTOS QUIMICOS                                                                                                       ,64
6495,"MEDICAMENTOS, DROGAS E PRODUTOS BIOLOGICOS, DIVER SOS                                                                   ",64
6505,DROGAS E MEDICAMENTOS                                                                                                   ,65
6508,COSMÉTICOS E ARTIGOS DE TOUCADOR DE NATUREZA MEDICINAL                                                                  ,65
6509,DROGAS E PRODUTOS BIOLÓGICOS DE USO VETERINÁRIO                                                                         ,65
6510,MATERIAIS CIRÚRGICOS PARA CURATIVOS                                                                                     ,65
6515,"INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS                                                         ",65
6520,"INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS                                                                      ",65
6525,"EQUIPAMENTOS E SUPRIMENTOS DE RAIOS-X DE USO  MÉDICO,  DENTÁRIO E VETERINÁRIO                                           ",65
6530,"MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E  SUPRIMENTOS  HOSPITALARES                                                       ",65
6532,VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS                                           ,65
6540,"EQUIPAMENTOS, INSTRUMENTOS E SUPRIMENTOS OFTALMOLÓGICOS                                                                 ",65
6545,JOGOS E CONJUNTOS MÉDICOS                                                                                               ,65
6550,"SUBSTÂNCIAS PARA DIAGNÓSTICO ""IN VITRO"",  REAGENTES,  CONJUNTOS E JOGOS PARA TESTE                                      ",65
6555,JOGOS E CONJUNTOS MEDICOS                                                                                               ,65
6605,INSTRUMENTOS DE NAVEGAÇÃO                                                                                               ,66
6610,INSTRUMENTOS DE VÔO                                                                                                     ,66
6615,MECANISMOS DE PILOTO AUTOMÁTICO E  COMPONENTES GIROSCÓPICOS DE AERONAVES                                                ,66
6620,INSTRUMENTOS DE MOTOR                                                                                                   ,66
6625,INSTRUMENTO DE TESTE E DE MEDIÇÃO DE PROPRIEDADES ELÉTRICAS E ELETRÔNICAS                                               ,66
6630,INSTRUMENTOS PARA ANÁLISES QUÍMICAS                                                                                     ,66
6635,EQUIPAMENTOS PARA TESTES DE PROPRIEDADES FÍSICAS                                                                        ,66
6636,CÂMARAS DE CONTROLE AMBIENTAL E EQUIPAMENTOS CORRELATOS                                                                 ,66
6640,EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO                                                                                   ,66
6645,INSTRUMENTOS PARA MEDIÇÃO DE TEMPO                                                                                      ,66
6650,"INSTRUMENTOS ÓTICOS, EQUIPAMENTOS DE TESTE, COMPONENTES  E ACESSÓRIOS                                                   ",66
6655,INSTRUMENTOS GEOFÍSICOS                                                                                                 ,66
6660,INSTRUMENTOS E APARELHOS METEOROLÓGICOS                                                                                 ,66
6665,INSTRUMENTOS E APARELHOS DE DETECÇÃO DE PERIGO                                                                          ,66
6670,ESCALAS E BALANÇAS                                                                                                      ,66
6675,"INSTRUMENTOS DE DESENHO, TOPOGRAFIA E CARTOGRAFIA                                                                       ",66
6680,"INSTRUMENTOS PARA MEDIÇÃO DE FLUXO DE LÍQUIDO E  GÁS, NÍVEL DE LÍQUIDOS E DE MOVIMENTOS MECÂNICOS                       ",66
6685,"INSTRUMENTOS PARA MEDIÇÃO E CONTROLE DE PRESSÃO,TEMPERATURA E UMIDADE                                                   ",66
6695,INSTRUMENTOS COMBINADOS DIVERSOS                                                                                        ,66
6710,CÂMARAS CINEMATOGRÁFICAS                                                                                                ,67
6720,CÂMARAS FOTOGRÁFICAS                                                                                                    ,67
6730,EQUIPAMENTO PARA PROJEÇÃO FOTOGRÁFICA                                                                                   ,67
6740,EQUIPAMENTO PARA REVELAÇÃO E ACABAMENTO FOTOGRÁFICO                                                                     ,67
6750,SUPRIMENTOS FOTOGRÁFICOS                                                                                                ,67
6760,EQUIPAMENTO FOTOGRÁFICO E ACESSÓRIOS                                                                                    ,67
6770,FILMES REVELADOS                                                                                                        ,67
6780,JOGOS E CONJUNTOS FOTOGRÁFICOS                                                                                          ,67
6810,PRODUTOS QUÍMICOS                                                                                                       ,68
6820,CORANTES                                                                                                                ,68
6830,GASES COMPRIMIDOS E LIQUEFEITOS                                                                                         ,68
6840,PESTICIDAS E DESINFETANTES                                                                                              ,68
6850,ESPECIALIDADES QUÍMICAS DIVERSAS                                                                                        ,68
6910,ACESSÓRIOS PARA TREINAMENTO                                                                                             ,69
6920,ACESSÓRIOS PARA TREINAMENTO DE ARMAMENTO                                                                                ,69
6930,ACESSÓRIOS PARA TREINAMENTO OPERACIONAL                                                                                 ,69
6940,ACESSÓRIOS PARA TREINAMENTO DE COMUNICAÇÕES                                                                             ,69
7005,EQUIPAMENTOS DE ENTRADA E SAIDA DE DADOS                                                                                ,70
7010,COMPUTADORES                                                                                                            ,70
7015,EQUIPAMENTOS DE APOIO                                                                                                   ,70
7020,IMPRESSORAS                                                                                                             ,70
7021,UNIDADES CENTRAIS DE PROCESSAMENTO DIGITAIS                                                                             ,70
7022,UNIDADES CENTRAIS DE PROCESSAMENTO HÍBRIDAS                                                                             ,70
7025,UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS                                                                   ,70
7030,EQUIPAMENTOS DE ARMAZENAMENTO DE DADOS                                                                                  ,70
7035,EQUIPAMENTOS SUPORTES DE PROCESSAMENTO AUTOMÁTICO DE DADOS                                                              ,70
7040,EQUIPAMENTOS DE ENTRADA DE DADOS                                                                                        ,70
7042,DISPOSITIVOS PARA CONTROLE DE MINI E MICROCOMPUTADORES                                                                  ,70
7045,ARTIGOS DIVERSOS PARA PROCESSAMENTO AUTOMÁTICO DE DADOS                                                                 ,70
7050,EQUIPAMENTOS DE REDE DE TIC - LOCAL E REMOTA                                                                            ,70
7060,PEÇAS E ACESSÓRIOS PARA COMPUTADORES                                                                                    ,70
7070,PEÇAS E ACESSÓRIOS PARA IMPRESSORAS                                                                                     ,70
7080,"PEÇAS, ACESSÓRIOS E FERRAMENTAS PARA REDES DE TIC                                                                       ",70
7090,SUPRIMENTOS DE INFORMÁTICA - TIC                                                                                        ,70
7095,UNIDADES PARA MANUSEIO DE CARTÕES                                                                                       ,70
7099,OUTROS                                                                                                                  ,70
7105,MOBILIÁRIO DOMÉSTICO                                                                                                    ,71
7110,MOBILIÁRIO PARA ESCRITÓRIO                                                                                              ,71
7115,MOBILIARIOS ESCOLAR                                                                                                     ,71
7120,ESTANTES E ARMACOES PARA ALMOXARIFADOS                                                                                  ,71
7125,ARMÁRIOS E ESTANTES                                                                                                     ,71
7195,MOBILIÁRIOS DIVERSOS E ACESSÓRIOS                                                                                       ,71
7210,UTENSÍLIOS DOMÉSTICOS                                                                                                   ,72
7220,REVESTIMENTOS PARA PISOS                                                                                                ,72
7230,"TAPEÇARIAS, CORTINAS E PERSIANAS                                                                                        ",72
7240,RECEPIENTES PARA USO DOMÉSTICO E COMERCIAL                                                                              ,72
7290,UTENSÍLIOS COMERCIAIS E DOMÉSTICOS DIVERSOS                                                                             ,72
7310,"EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS                                                                    ",73
7320,EQUIPAMENTOS E APARELHOS DE COZINHA                                                                                     ,73
7330,UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA                                                                             ,73
7340,CUTELARIA E TALHERES                                                                                                    ,73
7350,LOUÇA E ARTIGOS DE MESA                                                                                                 ,73
7360,"JOGOS, CONJUNTOS  E  EQUIPAMENTOS PARA PREPARAR E SERVIR ALIMENTOS                                                      ",73
7420,MÁQUINAS DE CONTABILIDADE E DE CALCULAR                                                                                 ,74
7425,MAQUINAS DE FOTOCOPIAS                                                                                                  ,74
7430,MÁQUINAS DE ESCREVER E DE COMPOSIÇÃO PARA ESCRITÓRIO                                                                    ,74
7431,MAQUINAS DE REPROGRAFIA                                                                                                 ,74
7432,MAQUINAS DE REPROGRAFIA                                                                                                 ,74
7435,EQUIPAMENTOS DE SISTEMAS DE INFORMAÇÕES PARA ESCRITÓRIO                                                                 ,74
7450,MÁQUINAS DE GRAVAÇÃO E REPRODUÇÃO DE SOM PARA  USO  EM ESCRITÓRIO                                                       ,74
7460,ARQUIVOS VISUAIS                                                                                                        ,74
7490,MÁQUINAS DIVERSAS PARA ESCRITÓRIO                                                                                       ,74
7510,ARTIGOS PARA ESCRITÓRIO                                                                                                 ,75
7520,ACESSÓRIOS E DISPOSITIVOS PARA ESCRITÓRIO                                                                               ,75
7530,FORMULÁRIOS OFICIAIS                                                                                                    ,75
7540,FORMULÁRIOS PADRONIZADOS                                                                                                ,75
7610,LIVROS E FOLHETOS                                                                                                       ,76
7630,JORNAIS E PERIÓDICOS                                                                                                    ,76
7640,"MAPAS, CARTAS E GLOBOS GEOGRÁFICOS                                                                                      ",76
7641,"MAPAS AERONÁUTICOS, CARTAS E PRODUTOS GEODÉSICOS                                                                        ",76
7642,"MAPAS HIDROGRÁFICOS, CARTAS E PRODUTOS GEODÉSICOS                                                                       ",76
7643,"MAPAS TOPOGRÁFICOS, CARTAS E PRODUTOS GEODÉSICOS                                                                        ",76
7644,"MAPAS DIGITAIS, CARTAS E PRODUTOS GEODÉSICOS                                                                            ",76
7650,DESENHOS E ESPECIFICAÇÕES                                                                                               ,76
7660,FOLHAS E LIVROS DE MÚSICA                                                                                               ,76
7670,MICROFILMES REVELADOS                                                                                                   ,76
7690,IMPRESSOS DIVERSOS                                                                                                      ,76
7710,INSTRUMENTOS MUSICAIS                                                                                                   ,77
7720,PEÇAS E ACESSÓRIOS DE INSTRUMENTOS MUSICAIS                                                                             ,77
7730,"FONÓGRAFOS, RÁDIOS E TELEVISORES DE TIPO DOMÉSTICO                                                                      ",77
7740,DISCOS PARA FONÓGRAFO                                                                                                   ,77
7810,EQUIPAMENTO PARA ATLETISMO E DESPORTO                                                                                   ,78
7820,"JOGOS, BRINQUEDOS E ARTIGOS CORRELATOS COM RODAS                                                                        ",78
7830,EQUIPAMENTO PARA GINÁSTICA E RECREAÇÃO                                                                                  ,78
7910,ENCERADEIRAS E ASPIRADORES DE PÓ                                                                                        ,79
7920,"VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES                                                                         ",79
7930,COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO                                                                         ,79
8010,"TINTAS, VERNIZES E PRODUTOS CORRELATOS                                                                                  ",80
8020,PINCEL PARA ARTISTAS E PINTORES                                                                                         ,80
8030,COMPOSTOS PRESERVATIVOS E VEDANTES                                                                                      ,80
8040,ADESIVOS                                                                                                                ,80
8105,SACOS E BOLSAS                                                                                                          ,81
8110,TAMBORES E LATAS                                                                                                        ,81
8115,"CAIXAS, CAIXOTES E ENGRADADOS                                                                                           ",81
8120,CILINDROS COMERCIAIS E INDUSTRIAIS PARA GASES                                                                           ,81
8125,GARRAFAS E JARROS                                                                                                       ,81
8130,CARRETÉIS E BOBINAS                                                                                                     ,81
8135,MATERIAIS A GRANEL PARA ACONDICIONAMENTO E EMBALAGEM                                                                    ,81
8140,"CAIXAS, RECIPIENTES E EMBALAGENS  ESPECIAIS  PARA ARMAMENTO NUCLEAR E MUNIÇÃO                                           ",81
8145,RECIPIENTES ESPECIALIZADOS PARA TRANSPORTE E ARMAZENAGEM                                                                ,81
8305,TECIDOS                                                                                                                 ,83
8310,FIOS E LINHAS                                                                                                           ,83
8315,MIUDEZAS E AVIAMENTOS PARA COSTURA                                                                                      ,83
8320,MATERIAIS PARA ESTOFAMENTO E ACOLCHOAMENTO                                                                              ,83
8325,PELES                                                                                                                   ,83
8330,COUROS                                                                                                                  ,83
8335,MATERIAIS PARA CALÇADOS                                                                                                 ,83
8340,BARRACAS E ENCERADOS                                                                                                    ,83
8345,"BANDEIRAS, FLAMULAS E PAVILHOES                                                                                         ",83
8405,VESTUÁRIO EXTERNO MASCULINO                                                                                             ,84
8410,VESTUÁRIO EXTERNO FEMININO                                                                                              ,84
8415,VESTUÁRIO PARA FINS ESPECIAIS                                                                                           ,84
8420,"ROUPAS ÍNTIMAS E PARA DORMIR, MASCULINAS                                                                                ",84
8425,"ROUPAS ÍNTIMAS E PARA DORMIR, FEMININAS                                                                                 ",84
8430,CALÇADOS MASCULINOS                                                                                                     ,84
